RT_category	SampleTypev2	KEGG_category_name	KEGG_subcategory_name	KEGG_pathway_name	KO	description	gene_mean	nSampleTypes
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	K00128	aldehyde dehydrogenase (NAD+)	2.590769086279129e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00128	aldehyde dehydrogenase (NAD+)	2.590769086279129e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00128	aldehyde dehydrogenase (NAD+)	2.590769086279129e-4	210
Upper RT	Saliva	Metabolism	Lipid metabolism	Fatty acid degradation	K00128	aldehyde dehydrogenase (NAD+)	2.590769086279129e-4	210
Upper RT	Saliva	Metabolism	Lipid metabolism	Glycerolipid metabolism	K00128	aldehyde dehydrogenase (NAD+)	2.590769086279129e-4	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K00128	aldehyde dehydrogenase (NAD+)	2.590769086279129e-4	210
Upper RT	Saliva	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism	K00128	aldehyde dehydrogenase (NAD+)	2.590769086279129e-4	210
Upper RT	Saliva	Metabolism	Metabolism of terpenoids and polyketides	Insect hormone biosynthesis	K00128	aldehyde dehydrogenase (NAD+)	2.590769086279129e-4	210
Upper RT	Saliva	Metabolism	Metabolism of terpenoids and polyketides	Limonene degradation	K00128	aldehyde dehydrogenase (NAD+)	2.590769086279129e-4	210
Upper RT	Saliva	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	K00128	aldehyde dehydrogenase (NAD+)	2.590769086279129e-4	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K00130	betaine-aldehyde dehydrogenase	4.3383173445093426e-5	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate	K00130	betaine-aldehyde dehydrogenase	4.3383173445093426e-5	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.8849273396107736e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.8849273396107736e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00132	acetaldehyde dehydrogenase (acetylating)	1.7990208820345593e-5	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00132	acetaldehyde dehydrogenase (acetylating)	1.7990208820345593e-5	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K00133	aspartate-semialdehyde dehydrogenase	9.036325430166141e-4	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K00133	aspartate-semialdehyde dehydrogenase	9.036325430166141e-4	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Lysine biosynthesis	K00133	aspartate-semialdehyde dehydrogenase	9.036325430166141e-4	210
Upper RT	Saliva	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis	K00133	aspartate-semialdehyde dehydrogenase	9.036325430166141e-4	210
Upper RT	Saliva	Environmental Information Processing	Signal transduction	HIF-1 signaling pathway	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.0012085487053915185	210
Upper RT	Saliva	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.0012085487053915185	210
Upper RT	Saliva	Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.0012085487053915185	210
Upper RT	Saliva	Human Diseases	Infectious disease: bacterial	Salmonella infection	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.0012085487053915185	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Alzheimer disease	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.0012085487053915185	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.0012085487053915185	210
Upper RT	Saliva	Metabolism	Energy metabolism	Carbon fixation by Calvin cycle	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	0.0012085487053915185	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	4.1459842961236247e-4	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Lysine degradation	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	4.1459842961236247e-4	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Tyrosine metabolism	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	4.1459842961236247e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	4.1459842961236247e-4	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	4.1459842961236247e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00138	aldehyde dehydrogenase	6.4179616649889915e-6	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00138	aldehyde dehydrogenase	6.4179616649889915e-6	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism	K00139	succinate-semialdehyde dehydrogenase	1.0858682562539484e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00139	succinate-semialdehyde dehydrogenase	1.0858682562539484e-4	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	5.997050663435555e-5	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	5.997050663435555e-5	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	5.997050663435555e-5	210
Upper RT	Saliva	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	5.997050663435555e-5	210
Upper RT	Saliva	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation	K00141	benzaldehyde dehydrogenase (NAD)	2.1044065616048076e-8	210
Upper RT	Saliva	Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation	K00141	benzaldehyde dehydrogenase (NAD)	2.1044065616048076e-8	210
Upper RT	Saliva	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation	K00141	benzaldehyde dehydrogenase (NAD)	2.1044065616048076e-8	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Arginine biosynthesis	K00145	N-acetyl-gamma-glutamyl-phosphate reductase	2.9472709473411324e-4	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00146	phenylacetaldehyde dehydrogenase	2.9231067772519496e-8	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Tyrosine metabolism	K00146	phenylacetaldehyde dehydrogenase	2.9231067772519496e-8	210
Upper RT	Saliva	Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation	K00146	phenylacetaldehyde dehydrogenase	2.9231067772519496e-8	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Arginine and proline metabolism	K00147	glutamate-5-semialdehyde dehydrogenase	4.3357722096059665e-4	210
Upper RT	Saliva	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis	K00147	glutamate-5-semialdehyde dehydrogenase	4.3357722096059665e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)	8.264451411085765e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Carbon fixation by Calvin cycle	K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)	8.264451411085765e-4	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Tyrosine metabolism	K00151	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase	6.501643954221079e-7	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00156	pyruvate dehydrogenase (quinone)	1.0079990153079993e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00158	pyruvate oxidase	1.4223884896255663e-4	210
Upper RT	Saliva	Environmental Information Processing	Signal transduction	HIF-1 signaling pathway	K00161	pyruvate dehydrogenase E1 component subunit alpha	2.0483012080191196e-4	210
Upper RT	Saliva	Human Diseases	Cancer: overview	Central carbon metabolism in cancer	K00161	pyruvate dehydrogenase E1 component subunit alpha	2.0483012080191196e-4	210
Upper RT	Saliva	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy	K00161	pyruvate dehydrogenase E1 component subunit alpha	2.0483012080191196e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00161	pyruvate dehydrogenase E1 component subunit alpha	2.0483012080191196e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00161	pyruvate dehydrogenase E1 component subunit alpha	2.0483012080191196e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00161	pyruvate dehydrogenase E1 component subunit alpha	2.0483012080191196e-4	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	K00161	pyruvate dehydrogenase E1 component subunit alpha	2.0483012080191196e-4	210
Upper RT	Saliva	Organismal Systems	Endocrine system	Glucagon signaling pathway	K00161	pyruvate dehydrogenase E1 component subunit alpha	2.0483012080191196e-4	210
Upper RT	Saliva	Environmental Information Processing	Signal transduction	HIF-1 signaling pathway	K00162	pyruvate dehydrogenase E1 component subunit beta	1.767696729961945e-4	210
Upper RT	Saliva	Human Diseases	Cancer: overview	Central carbon metabolism in cancer	K00162	pyruvate dehydrogenase E1 component subunit beta	1.767696729961945e-4	210
Upper RT	Saliva	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy	K00162	pyruvate dehydrogenase E1 component subunit beta	1.767696729961945e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00162	pyruvate dehydrogenase E1 component subunit beta	1.767696729961945e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00162	pyruvate dehydrogenase E1 component subunit beta	1.767696729961945e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00162	pyruvate dehydrogenase E1 component subunit beta	1.767696729961945e-4	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	K00162	pyruvate dehydrogenase E1 component subunit beta	1.767696729961945e-4	210
Upper RT	Saliva	Organismal Systems	Endocrine system	Glucagon signaling pathway	K00162	pyruvate dehydrogenase E1 component subunit beta	1.767696729961945e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00163	pyruvate dehydrogenase E1 component	2.4619263172343426e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00163	pyruvate dehydrogenase E1 component	2.4619263172343426e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00163	pyruvate dehydrogenase E1 component	2.4619263172343426e-4	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	K00163	pyruvate dehydrogenase E1 component	2.4619263172343426e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00164	2-oxoglutarate dehydrogenase E1 component	2.2665451700522847e-4	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	K00164	2-oxoglutarate dehydrogenase E1 component	2.2665451700522847e-4	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation	K00167	2-oxoisovalerate dehydrogenase E1 component subunit beta	7.202428582728265e-5	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00167	2-oxoisovalerate dehydrogenase E1 component subunit beta	7.202428582728265e-5	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	K00167	2-oxoisovalerate dehydrogenase E1 component subunit beta	7.202428582728265e-5	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.7850357471049112e-6	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.7850357471049112e-6	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.7850357471049112e-6	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.7850357471049112e-6	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.7850357471049112e-6	210
Upper RT	Saliva	Metabolism	Energy metabolism	Methane metabolism	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.7850357471049112e-6	210
Upper RT	Saliva	Metabolism	Energy metabolism	Other carbon fixation pathways	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.7850357471049112e-6	210
Upper RT	Saliva	Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation	K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.7850357471049112e-6	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00170	pyruvate ferredoxin oxidoreductase beta subunit	9.36612536146076e-7	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00170	pyruvate ferredoxin oxidoreductase beta subunit	9.36612536146076e-7	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00170	pyruvate ferredoxin oxidoreductase beta subunit	9.36612536146076e-7	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00170	pyruvate ferredoxin oxidoreductase beta subunit	9.36612536146076e-7	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00170	pyruvate ferredoxin oxidoreductase beta subunit	9.36612536146076e-7	210
Upper RT	Saliva	Metabolism	Energy metabolism	Methane metabolism	K00170	pyruvate ferredoxin oxidoreductase beta subunit	9.36612536146076e-7	210
Upper RT	Saliva	Metabolism	Energy metabolism	Other carbon fixation pathways	K00170	pyruvate ferredoxin oxidoreductase beta subunit	9.36612536146076e-7	210
Upper RT	Saliva	Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation	K00170	pyruvate ferredoxin oxidoreductase beta subunit	9.36612536146076e-7	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	3.1851015612616645e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	3.1851015612616645e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	3.1851015612616645e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	3.1851015612616645e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Other carbon fixation pathways	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	3.1851015612616645e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	3.7433630825681945e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	3.7433630825681945e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	3.7433630825681945e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	3.7433630825681945e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Other carbon fixation pathways	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	3.7433630825681945e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta	1.1971621411833934e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Other carbon fixation pathways	K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta	1.1971621411833934e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma	2.108240300243531e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Other carbon fixation pathways	K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma	2.108240300243531e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Sulfur metabolism	K00184	dimethyl sulfoxide reductase iron-sulfur subunit	1.8507749850287227e-5	210
Upper RT	Saliva	Metabolism	Energy metabolism	Sulfur metabolism	K00185	dimethyl sulfoxide reductase membrane subunit	2.5634505327382476e-5	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation	K00186	2-oxoisovalerate ferredoxin oxidoreductase alpha subunit	9.771185400803633e-5	210
Upper RT	Saliva	Metabolism	Energy metabolism	Methane metabolism	K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit	4.4429904269855594e-5	210
Upper RT	Saliva	Metabolism	Energy metabolism	Other carbon fixation pathways	K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit	4.4429904269855594e-5	210
Upper RT	Saliva	Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation	K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit	4.4429904269855594e-5	210
Upper RT	Saliva	Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	K00208	enoyl-[acyl-carrier protein] reductase I	5.23949815416401e-4	210
Upper RT	Saliva	Metabolism	Lipid metabolism	Fatty acid biosynthesis	K00208	enoyl-[acyl-carrier protein] reductase I	5.23949815416401e-4	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism	K00208	enoyl-[acyl-carrier protein] reductase I	5.23949815416401e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+)	1.7235803358281235e-5	210
Upper RT	Saliva	Metabolism	Lipid metabolism	Fatty acid biosynthesis	K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+)	1.7235803358281235e-5	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Lysine biosynthesis	K00215	4-hydroxy-tetrahydrodipicolinate reductase	8.059049053934225e-4	210
Upper RT	Saliva	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis	K00215	4-hydroxy-tetrahydrodipicolinate reductase	8.059049053934225e-4	210
Upper RT	Saliva	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of siderophore group nonribosomal peptides	K00216	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	9.904831082885042e-5	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	K00218	protochlorophyllide reductase	6.1239285005410955e-9	210
Upper RT	Saliva	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K00220	cyclohexadieny/prephenate dehydrogenase	1.549095441768593e-5	210
Upper RT	Saliva	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis	K00220	cyclohexadieny/prephenate dehydrogenase	1.549095441768593e-5	210
Upper RT	Saliva	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	K00226	dihydroorotate dehydrogenase (fumarate)	3.399968563406182e-4	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	K00228	coproporphyrinogen III oxidase	1.4416662602716025e-4	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	K00230	menaquinone-dependent protoporphyrinogen oxidase	1.278884214340021e-4	210
Upper RT	Saliva	Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	K00231	protoporphyrinogen/coproporphyrinogen III oxidase	1.8463266578952107e-4	210
Upper RT	Saliva	Human Diseases	Cancer: overview	Chemical carcinogenesis - reactive oxygen species	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Human Diseases	Endocrine and metabolic disease	Non-alcoholic fatty liver disease	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Alzheimer disease	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Amyotrophic lateral sclerosis	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Huntington disease	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Parkinson disease	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Pathways of neurodegeneration - multiple diseases	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Prion disease	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Oxidative phosphorylation	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Organismal Systems	Environmental adaptation	Thermogenesis	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit	1.2448806974229497e-4	210
Upper RT	Saliva	Human Diseases	Cancer: overview	Chemical carcinogenesis - reactive oxygen species	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Human Diseases	Endocrine and metabolic disease	Non-alcoholic fatty liver disease	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Alzheimer disease	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Amyotrophic lateral sclerosis	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Huntington disease	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Parkinson disease	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Pathways of neurodegeneration - multiple diseases	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Human Diseases	Neurodegenerative disease	Prion disease	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Oxidative phosphorylation	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Organismal Systems	Environmental adaptation	Thermogenesis	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.8938471200213343e-4	210
Upper RT	Saliva	Human Diseases	Infectious disease: bacterial	Legionellosis	K00239	succinate dehydrogenase flavoprotein subunit	4.840691501026883e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00239	succinate dehydrogenase flavoprotein subunit	4.840691501026883e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00239	succinate dehydrogenase flavoprotein subunit	4.840691501026883e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Other carbon fixation pathways	K00239	succinate dehydrogenase flavoprotein subunit	4.840691501026883e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Oxidative phosphorylation	K00239	succinate dehydrogenase flavoprotein subunit	4.840691501026883e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00240	succinate dehydrogenase iron-sulfur subunit	7.401937771510058e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00240	succinate dehydrogenase iron-sulfur subunit	7.401937771510058e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Other carbon fixation pathways	K00240	succinate dehydrogenase iron-sulfur subunit	7.401937771510058e-4	210
Upper RT	Saliva	Metabolism	Energy metabolism	Oxidative phosphorylation	K00240	succinate dehydrogenase iron-sulfur subunit	7.401937771510058e-4	210
Upper RT	Saliva	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00241	succinate dehydrogenase cytochrome b subunit	6.971591804637188e-4	210
