RT_category	SampleTypev2	KEGG_category_name	KEGG_subcategory_name	KEGG_pathway_name	KO	description	gene_mean	nSampleTypes
Lower RT	BAL	Metabolism	Amino acid metabolism	Tyrosine metabolism	K00001	alcohol dehydrogenase	4.014206e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00001	alcohol dehydrogenase	4.014206e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00001	alcohol dehydrogenase	4.014206e-5	50
Lower RT	BAL	Metabolism	Lipid metabolism	Fatty acid degradation	K00001	alcohol dehydrogenase	4.014206e-5	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Retinol metabolism	K00001	alcohol dehydrogenase	4.014206e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	K00001	alcohol dehydrogenase	4.014206e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450	K00001	alcohol dehydrogenase	4.014206e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450	K00001	alcohol dehydrogenase	4.014206e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation	K00001	alcohol dehydrogenase	4.014206e-5	50
Lower RT	BAL	Human Diseases	Cancer: overview	Chemical carcinogenesis - reactive oxygen species	K00002	alcohol dehydrogenase (NADP+)	1.208884e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	K00002	alcohol dehydrogenase (NADP+)	1.208884e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00002	alcohol dehydrogenase (NADP+)	1.208884e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00002	alcohol dehydrogenase (NADP+)	1.208884e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00002	alcohol dehydrogenase (NADP+)	1.208884e-8	50
Lower RT	BAL	Metabolism	Lipid metabolism	Glycerolipid metabolism	K00002	alcohol dehydrogenase (NADP+)	1.208884e-8	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Caprolactam degradation	K00002	alcohol dehydrogenase (NADP+)	1.208884e-8	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K00003	homoserine dehydrogenase	7.395828e-5	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K00003	homoserine dehydrogenase	7.395828e-5	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Lysine biosynthesis	K00003	homoserine dehydrogenase	7.395828e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	3.6032546e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00005	glycerol dehydrogenase	1.22425452e-4	50
Lower RT	BAL	Metabolism	Lipid metabolism	Glycerolipid metabolism	K00005	glycerol dehydrogenase	1.22425452e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K00007	D-arabinitol 4-dehydrogenase	7.96404e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00007	D-arabinitol 4-dehydrogenase	7.96404e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K00008	L-iditol 2-dehydrogenase	5.349924e-6	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00008	L-iditol 2-dehydrogenase	5.349924e-6	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K00009	mannitol-1-phosphate 5-dehydrogenase	1.202281e-6	50
Lower RT	BAL	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase	8.013574200000001e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase	8.013574200000001e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K00011	aldehyde reductase	0	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Galactose metabolism	K00011	aldehyde reductase	0	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00011	aldehyde reductase	0	50
Lower RT	BAL	Metabolism	Lipid metabolism	Glycerolipid metabolism	K00011	aldehyde reductase	0	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	K00011	aldehyde reductase	0	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	K00012	UDPglucose 6-dehydrogenase	6.314025e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00012	UDPglucose 6-dehydrogenase	6.314025e-4	50
Lower RT	BAL	Metabolism	Glycan biosynthesis and metabolism	Amino sugar and nucleotide sugar metabolism	K00012	UDPglucose 6-dehydrogenase	6.314025e-4	50
Lower RT	BAL	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K00012	UDPglucose 6-dehydrogenase	6.314025e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Histidine metabolism	K00013	histidinol dehydrogenase	4.89995e-5	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K00014	shikimate dehydrogenase	0.00132587288	50
Lower RT	BAL	Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	K00014	shikimate dehydrogenase	0.00132587288	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00015	glyoxylate reductase	8.6608124e-5	50
Lower RT	BAL	Environmental Information Processing	Signal transduction	HIF-1 signaling pathway	K00016	L-lactate dehydrogenase	1.4750732e-4	50
Lower RT	BAL	Human Diseases	Cancer: overview	Central carbon metabolism in cancer	K00016	L-lactate dehydrogenase	1.4750732e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K00016	L-lactate dehydrogenase	1.4750732e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00016	L-lactate dehydrogenase	1.4750732e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00016	L-lactate dehydrogenase	1.4750732e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00016	L-lactate dehydrogenase	1.4750732e-4	50
Lower RT	BAL	Organismal Systems	Endocrine system	Glucagon signaling pathway	K00016	L-lactate dehydrogenase	1.4750732e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K00018	glycerate dehydrogenase	3.3843514199999997e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00018	glycerate dehydrogenase	3.3843514199999997e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00018	glycerate dehydrogenase	3.3843514199999997e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00019	3-hydroxybutyrate dehydrogenase	2.29276e-7	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation	K00020	3-hydroxyisobutyrate dehydrogenase	2.21239242e-4	50
Lower RT	BAL	Environmental Information Processing	Signal transduction	AMPK signaling pathway	K00021	hydroxymethylglutaryl-CoA reductase (NADPH)	0	50
Lower RT	BAL	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	K00021	hydroxymethylglutaryl-CoA reductase (NADPH)	0	50
Lower RT	BAL	Organismal Systems	Digestive system	Bile secretion	K00021	hydroxymethylglutaryl-CoA reductase (NADPH)	0	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00023	acetoacetyl-CoA reductase	2.79050568e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00023	acetoacetyl-CoA reductase	2.79050568e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K00024	malate dehydrogenase	9.4687986e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00024	malate dehydrogenase	9.4687986e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00024	malate dehydrogenase	9.4687986e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00024	malate dehydrogenase	9.4687986e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Sulfoquinovose metabolism	K00024	malate dehydrogenase	9.4687986e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Carbon fixation by Calvin cycle	K00024	malate dehydrogenase	9.4687986e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00024	malate dehydrogenase	9.4687986e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Other carbon fixation pathways	K00024	malate dehydrogenase	9.4687986e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K00025	malate dehydrogenase	4.9458346e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00025	malate dehydrogenase	4.9458346e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00025	malate dehydrogenase	4.9458346e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00025	malate dehydrogenase	4.9458346e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Sulfoquinovose metabolism	K00025	malate dehydrogenase	4.9458346e-5	50
Lower RT	BAL	Metabolism	Energy metabolism	Carbon fixation by Calvin cycle	K00025	malate dehydrogenase	4.9458346e-5	50
Lower RT	BAL	Organismal Systems	Excretory system	Proximal tubule bicarbonate reclamation	K00025	malate dehydrogenase	4.9458346e-5	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K00026	malate dehydrogenase	5.7346603999999995e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00026	malate dehydrogenase	5.7346603999999995e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00026	malate dehydrogenase	5.7346603999999995e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00026	malate dehydrogenase	5.7346603999999995e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Sulfoquinovose metabolism	K00026	malate dehydrogenase	5.7346603999999995e-5	50
Lower RT	BAL	Metabolism	Energy metabolism	Carbon fixation by Calvin cycle	K00026	malate dehydrogenase	5.7346603999999995e-5	50
Lower RT	BAL	Environmental Information Processing	Signal transduction	Two-component system	K00027	malate dehydrogenase (oxaloacetate-decarboxylating)	3.41175096e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00027	malate dehydrogenase (oxaloacetate-decarboxylating)	3.41175096e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00029	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	1.0367955999999999e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Carbon fixation by Calvin cycle	K00029	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	1.0367955999999999e-4	50
Lower RT	BAL	Organismal Systems	Endocrine system	PPAR signaling pathway	K00029	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	1.0367955999999999e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00030	isocitrate dehydrogenase (NAD+)	2.885002e-6	50
Lower RT	BAL	Cellular Processes	Transport and catabolism	Peroxisome	K00031	isocitrate dehydrogenase	2.9761844e-5	50
Lower RT	BAL	Human Diseases	Cancer: overview	Central carbon metabolism in cancer	K00031	isocitrate dehydrogenase	2.9761844e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00031	isocitrate dehydrogenase	2.9761844e-5	50
Lower RT	BAL	Metabolism	Energy metabolism	Other carbon fixation pathways	K00031	isocitrate dehydrogenase	2.9761844e-5	50
Lower RT	BAL	Metabolism	Metabolism of other amino acids	Glutathione metabolism	K00031	isocitrate dehydrogenase	2.9761844e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00032	phosphogluconate 2-dehydrogenase	0	50
Lower RT	BAL	Metabolism	Metabolism of other amino acids	Glutathione metabolism	K00032	phosphogluconate 2-dehydrogenase	0	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00033	6-phosphogluconate dehydrogenase	1.7713156e-4	50
Lower RT	BAL	Metabolism	Metabolism of other amino acids	Glutathione metabolism	K00033	6-phosphogluconate dehydrogenase	1.7713156e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00034	glucose 1-dehydrogenase	2.0559138e-6	50
Lower RT	BAL	Human Diseases	Cancer: overview	Central carbon metabolism in cancer	K00036	glucose-6-phosphate 1-dehydrogenase	1.53051312e-4	50
Lower RT	BAL	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy	K00036	glucose-6-phosphate 1-dehydrogenase	1.53051312e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00036	glucose-6-phosphate 1-dehydrogenase	1.53051312e-4	50
Lower RT	BAL	Metabolism	Metabolism of other amino acids	Glutathione metabolism	K00036	glucose-6-phosphate 1-dehydrogenase	1.53051312e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00040	fructuronate reductase	2.04524e-7	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00041	tagaturonate reductase	1.2822e-7	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00042	2-hydroxy-3-oxopropionate reductase	5.15738e-7	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00043	4-hydroxybutyrate dehydrogenase	1.179562e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K00045	mannitol 2-dehydrogenase	0	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00048	lactaldehyde reductase	3.2350384e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K00048	lactaldehyde reductase	3.2350384e-5	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis	K00052	3-isopropylmalate dehydrogenase	8.6597954e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism	K00052	3-isopropylmalate dehydrogenase	8.6597954e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis	K00053	ketol-acid reductoisomerase	6.831791e-4	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K00053	ketol-acid reductoisomerase	6.831791e-4	50
Lower RT	BAL	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	K00054	hydroxymethylglutaryl-CoA reductase	7.9269972e-5	50
Lower RT	BAL	Metabolism	Lipid metabolism	Glycerophospholipid metabolism	K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+)	0.00302014146	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	5.0318084e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	5.0318084e-4	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	5.0318084e-4	50
Lower RT	BAL	Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	K00059	3-oxoacyl-[acyl-carrier protein] reductase	0.00172771204	50
Lower RT	BAL	Metabolism	Lipid metabolism	Fatty acid biosynthesis	K00059	3-oxoacyl-[acyl-carrier protein] reductase	0.00172771204	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism	K00059	3-oxoacyl-[acyl-carrier protein] reductase	0.00172771204	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K00060	threonine 3-dehydrogenase	1.44895746e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	K00065	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	3.6806e-7	50
Lower RT	BAL	Environmental Information Processing	Signal transduction	Two-component system	K00066	GDP-mannose 6-dehydrogenase	2.29624e-7	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K00066	GDP-mannose 6-dehydrogenase	2.29624e-7	50
Lower RT	BAL	Metabolism	Glycan biosynthesis and metabolism	Amino sugar and nucleotide sugar metabolism	K00066	GDP-mannose 6-dehydrogenase	2.29624e-7	50
Lower RT	BAL	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	K00067	dTDP-4-dehydrorhamnose reductase	0.00472967568	50
Lower RT	BAL	Metabolism	Glycan biosynthesis and metabolism	Biosynthesis of various nucleotide sugars	K00067	dTDP-4-dehydrorhamnose reductase	0.00472967568	50
Lower RT	BAL	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K00067	dTDP-4-dehydrorhamnose reductase	0.00472967568	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K00068	sorbitol-6-phosphate 2-dehydrogenase	7.8613646e-5	50
Lower RT	BAL	Metabolism	Nucleotide metabolism	Purine metabolism	K00073	ureidoglycolate dehydrogenase (NAD+)	6.58266e-8	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00074	3-hydroxybutyryl-CoA dehydrogenase	1.7800798e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00074	3-hydroxybutyryl-CoA dehydrogenase	1.7800798e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation	K00074	3-hydroxybutyryl-CoA dehydrogenase	1.7800798e-5	50
Lower RT	BAL	Metabolism	Glycan biosynthesis and metabolism	Amino sugar and nucleotide sugar metabolism	K00075	UDP-N-acetylmuramate dehydrogenase	5.148146799999999e-4	50
Lower RT	BAL	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	K00075	UDP-N-acetylmuramate dehydrogenase	5.148146799999999e-4	50
Lower RT	BAL	Metabolism	Lipid metabolism	Secondary bile acid biosynthesis	K00076	7-alpha-hydroxysteroid dehydrogenase	1.6512712e-5	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	K00077	2-dehydropantoate 2-reductase	2.4398252e-4	50
Lower RT	BAL	Metabolism	Nucleotide metabolism	Purine metabolism	K00087	xanthine dehydrogenase molybdenum-binding subunit	5.680520000000001e-7	50
Lower RT	BAL	Metabolism	Nucleotide metabolism	Purine metabolism	K00088	IMP dehydrogenase	3.422705e-4	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes	K00088	IMP dehydrogenase	3.422705e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K00090	glyoxylate/hydroxypyruvate/2-ketogluconate reductase	7.95552e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00090	glyoxylate/hydroxypyruvate/2-ketogluconate reductase	7.95552e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	K00090	glyoxylate/hydroxypyruvate/2-ketogluconate reductase	7.95552e-8	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00090	glyoxylate/hydroxypyruvate/2-ketogluconate reductase	7.95552e-8	50
Lower RT	BAL	Metabolism	Lipid metabolism	Glycerophospholipid metabolism	K00096	glycerol-1-phosphate dehydrogenase [NAD(P)+]	1.6375742e-6	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism	K00097	4-hydroxythreonine-4-phosphate dehydrogenase	0.00176670154	50
Lower RT	BAL	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.9422292e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Butanoate metabolism	K00100	butanol dehydrogenase	1.376714e-6	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00101	L-lactate dehydrogenase (cytochrome)	4.0924144000000004e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00102	D-lactate dehydrogenase (cytochrome)	2.281175814e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00104	glycolate dehydrogenase FAD-linked subunit	5.59546606e-4	50
Lower RT	BAL	Metabolism	Lipid metabolism	Glycerophospholipid metabolism	K00105	alpha-glycerophosphate oxidase	2.3795188e-5	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	K00108	choline dehydrogenase	2.40698268e-5	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate	K00108	choline dehydrogenase	2.40698268e-5	50
Lower RT	BAL	Metabolism	Lipid metabolism	Glycerophospholipid metabolism	K00111	glycerol-3-phosphate dehydrogenase	9.51932e-5	50
Lower RT	BAL	Metabolism	Lipid metabolism	Glycerophospholipid metabolism	K00112	glycerol-3-phosphate dehydrogenase subunit B	3.283525e-5	50
Lower RT	BAL	Metabolism	Lipid metabolism	Glycerophospholipid metabolism	K00113	glycerol-3-phosphate dehydrogenase subunit C	1.4180014e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00114	alcohol dehydrogenase (cytochrome c)	0	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00114	alcohol dehydrogenase (cytochrome c)	0	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	K00114	alcohol dehydrogenase (cytochrome c)	0	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	K00116	malate dehydrogenase (quinone)	2.9006832e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00116	malate dehydrogenase (quinone)	2.9006832e-5	50
Lower RT	BAL	Human Diseases	Endocrine and metabolic disease	Alcoholic liver disease	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Tyrosine metabolism	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Lipid metabolism	Fatty acid degradation	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Metabolism of cofactors and vitamins	Retinol metabolism	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	9.4029324e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00122	formate dehydrogenase	0	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00122	formate dehydrogenase	0	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00123	formate dehydrogenase major subunit	2.7221116e-5	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00123	formate dehydrogenase major subunit	2.7221116e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00124	formate dehydrogenase iron-sulfur subunit	2.2881604e-5	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00124	formate dehydrogenase iron-sulfur subunit	2.2881604e-5	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K00127	formate dehydrogenase subunit gamma	9.2131438e-5	50
Lower RT	BAL	Metabolism	Energy metabolism	Methane metabolism	K00127	formate dehydrogenase subunit gamma	9.2131438e-5	50
Lower RT	BAL	Human Diseases	Endocrine and metabolic disease	Alcoholic liver disease	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Arginine and proline metabolism	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Histidine metabolism	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Lysine degradation	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Tryptophan metabolism	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
Lower RT	BAL	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	K00128	aldehyde dehydrogenase (NAD+)	6.64142126e-4	50
