SampleID	Env	SourceSink	id
763496533_Saliva	Saliva	Source	6
763496533_Saliva	Saliva	Source	7
763496533_Saliva	Saliva	Source	8
763496533_Saliva	Saliva	Source	9
763496533_Saliva	Saliva	Source	10
763496533_Saliva	Saliva	Source	11
763496533_Saliva	Saliva	Source	12
763496533_Saliva	Saliva	Source	13
763496533_Saliva	Saliva	Source	14
763496533_Saliva	Saliva	Source	15
763496533_Saliva	Saliva	Source	16
763496533_Saliva	Saliva	Source	17
763496533_Saliva	Saliva	Source	18
763496533_Saliva	Saliva	Source	19
763577454_Saliva	Saliva	Source	1
763577454_Saliva	Saliva	Source	2
763577454_Saliva	Saliva	Source	3
763577454_Saliva	Saliva	Source	4
763577454_Saliva	Saliva	Source	5
763577454_Saliva	Saliva	Source	6
763577454_Saliva	Saliva	Source	7
763577454_Saliva	Saliva	Source	8
763577454_Saliva	Saliva	Source	9
763577454_Saliva	Saliva	Source	10
763577454_Saliva	Saliva	Source	11
763577454_Saliva	Saliva	Source	12
763577454_Saliva	Saliva	Source	13
763577454_Saliva	Saliva	Source	14
763577454_Saliva	Saliva	Source	15
763577454_Saliva	Saliva	Source	16
763577454_Saliva	Saliva	Source	17
763577454_Saliva	Saliva	Source	18
763577454_Saliva	Saliva	Source	19
C_SubjectID_S1_Saliva	Saliva	Source	1
C_SubjectID_S1_Saliva	Saliva	Source	2
C_SubjectID_S1_Saliva	Saliva	Source	3
C_SubjectID_S1_Saliva	Saliva	Source	4
C_SubjectID_S1_Saliva	Saliva	Source	5
C_SubjectID_S1_Saliva	Saliva	Source	6
C_SubjectID_S1_Saliva	Saliva	Source	7
C_SubjectID_S1_Saliva	Saliva	Source	8
C_SubjectID_S1_Saliva	Saliva	Source	9
C_SubjectID_S1_Saliva	Saliva	Source	10
C_SubjectID_S1_Saliva	Saliva	Source	11
C_SubjectID_S1_Saliva	Saliva	Source	12
C_SubjectID_S1_Saliva	Saliva	Source	13
C_SubjectID_S1_Saliva	Saliva	Source	14
C_SubjectID_S1_Saliva	Saliva	Source	15
C_SubjectID_S1_Saliva	Saliva	Source	16
C_SubjectID_S1_Saliva	Saliva	Source	17
C_SubjectID_S1_Saliva	Saliva	Source	18
C_SubjectID_S1_Saliva	Saliva	Source	19
C_SubjectID_S11_Saliva	Saliva	Source	1
C_SubjectID_S11_Saliva	Saliva	Source	2
C_SubjectID_S11_Saliva	Saliva	Source	3
C_SubjectID_S11_Saliva	Saliva	Source	4
C_SubjectID_S11_Saliva	Saliva	Source	5
C_SubjectID_S11_Saliva	Saliva	Source	6
C_SubjectID_S11_Saliva	Saliva	Source	7
C_SubjectID_S11_Saliva	Saliva	Source	8
C_SubjectID_S11_Saliva	Saliva	Source	9
C_SubjectID_S11_Saliva	Saliva	Source	10
C_SubjectID_S11_Saliva	Saliva	Source	11
C_SubjectID_S11_Saliva	Saliva	Source	12
C_SubjectID_S11_Saliva	Saliva	Source	13
C_SubjectID_S11_Saliva	Saliva	Source	14
C_SubjectID_S11_Saliva	Saliva	Source	15
C_SubjectID_S11_Saliva	Saliva	Source	16
C_SubjectID_S11_Saliva	Saliva	Source	17
C_SubjectID_S11_Saliva	Saliva	Source	18
C_SubjectID_S11_Saliva	Saliva	Source	19
C_SubjectID_S13_Saliva	Saliva	Source	1
C_SubjectID_S13_Saliva	Saliva	Source	2
C_SubjectID_S13_Saliva	Saliva	Source	3
C_SubjectID_S13_Saliva	Saliva	Source	4
C_SubjectID_S13_Saliva	Saliva	Source	5
C_SubjectID_S13_Saliva	Saliva	Source	6
C_SubjectID_S13_Saliva	Saliva	Source	7
C_SubjectID_S13_Saliva	Saliva	Source	8
C_SubjectID_S13_Saliva	Saliva	Source	9
C_SubjectID_S13_Saliva	Saliva	Source	10
C_SubjectID_S13_Saliva	Saliva	Source	11
C_SubjectID_S13_Saliva	Saliva	Source	12
C_SubjectID_S13_Saliva	Saliva	Source	13
C_SubjectID_S13_Saliva	Saliva	Source	14
C_SubjectID_S13_Saliva	Saliva	Source	15
C_SubjectID_S13_Saliva	Saliva	Source	16
C_SubjectID_S13_Saliva	Saliva	Source	17
C_SubjectID_S13_Saliva	Saliva	Source	18
C_SubjectID_S13_Saliva	Saliva	Source	19
C_SubjectID_S2_Saliva	Saliva	Source	1
C_SubjectID_S2_Saliva	Saliva	Source	2
C_SubjectID_S2_Saliva	Saliva	Source	3
C_SubjectID_S2_Saliva	Saliva	Source	4
C_SubjectID_S2_Saliva	Saliva	Source	5
C_SubjectID_S2_Saliva	Saliva	Source	6
C_SubjectID_S2_Saliva	Saliva	Source	7
C_SubjectID_S2_Saliva	Saliva	Source	8
C_SubjectID_S2_Saliva	Saliva	Source	9
C_SubjectID_S2_Saliva	Saliva	Source	10
C_SubjectID_S2_Saliva	Saliva	Source	11
C_SubjectID_S2_Saliva	Saliva	Source	12
C_SubjectID_S2_Saliva	Saliva	Source	13
C_SubjectID_S2_Saliva	Saliva	Source	14
C_SubjectID_S2_Saliva	Saliva	Source	15
C_SubjectID_S2_Saliva	Saliva	Source	16
C_SubjectID_S2_Saliva	Saliva	Source	17
C_SubjectID_S2_Saliva	Saliva	Source	18
C_SubjectID_S2_Saliva	Saliva	Source	19
C_SubjectID_S7_Saliva	Saliva	Source	1
C_SubjectID_S7_Saliva	Saliva	Source	2
C_SubjectID_S7_Saliva	Saliva	Source	3
C_SubjectID_S7_Saliva	Saliva	Source	4
C_SubjectID_S7_Saliva	Saliva	Source	5
C_SubjectID_S7_Saliva	Saliva	Source	6
C_SubjectID_S7_Saliva	Saliva	Source	7
C_SubjectID_S7_Saliva	Saliva	Source	8
C_SubjectID_S7_Saliva	Saliva	Source	9
C_SubjectID_S7_Saliva	Saliva	Source	10
C_SubjectID_S7_Saliva	Saliva	Source	11
C_SubjectID_S7_Saliva	Saliva	Source	12
C_SubjectID_S7_Saliva	Saliva	Source	13
C_SubjectID_S7_Saliva	Saliva	Source	14
C_SubjectID_S7_Saliva	Saliva	Source	15
C_SubjectID_S7_Saliva	Saliva	Source	16
C_SubjectID_S7_Saliva	Saliva	Source	17
C_SubjectID_S7_Saliva	Saliva	Source	18
C_SubjectID_S7_Saliva	Saliva	Source	19
J_SubjectID_S12_Saliva	Saliva	Source	1
J_SubjectID_S12_Saliva	Saliva	Source	2
J_SubjectID_S12_Saliva	Saliva	Source	3
J_SubjectID_S12_Saliva	Saliva	Source	4
J_SubjectID_S12_Saliva	Saliva	Source	5
J_SubjectID_S12_Saliva	Saliva	Source	6
J_SubjectID_S12_Saliva	Saliva	Source	7
J_SubjectID_S12_Saliva	Saliva	Source	8
J_SubjectID_S12_Saliva	Saliva	Source	9
J_SubjectID_S12_Saliva	Saliva	Source	10
J_SubjectID_S12_Saliva	Saliva	Source	11
J_SubjectID_S12_Saliva	Saliva	Source	12
J_SubjectID_S12_Saliva	Saliva	Source	13
J_SubjectID_S12_Saliva	Saliva	Source	14
J_SubjectID_S12_Saliva	Saliva	Source	15
J_SubjectID_S12_Saliva	Saliva	Source	16
J_SubjectID_S12_Saliva	Saliva	Source	17
J_SubjectID_S12_Saliva	Saliva	Source	18
J_SubjectID_S12_Saliva	Saliva	Source	19
J_SubjectID_S3_Saliva	Saliva	Source	1
J_SubjectID_S3_Saliva	Saliva	Source	2
J_SubjectID_S3_Saliva	Saliva	Source	3
J_SubjectID_S3_Saliva	Saliva	Source	4
J_SubjectID_S3_Saliva	Saliva	Source	5
J_SubjectID_S3_Saliva	Saliva	Source	6
J_SubjectID_S3_Saliva	Saliva	Source	7
J_SubjectID_S3_Saliva	Saliva	Source	8
J_SubjectID_S3_Saliva	Saliva	Source	9
J_SubjectID_S3_Saliva	Saliva	Source	10
J_SubjectID_S3_Saliva	Saliva	Source	11
J_SubjectID_S3_Saliva	Saliva	Source	12
J_SubjectID_S3_Saliva	Saliva	Source	13
J_SubjectID_S3_Saliva	Saliva	Source	14
J_SubjectID_S3_Saliva	Saliva	Source	15
J_SubjectID_S3_Saliva	Saliva	Source	16
J_SubjectID_S3_Saliva	Saliva	Source	17
J_SubjectID_S3_Saliva	Saliva	Source	18
J_SubjectID_S3_Saliva	Saliva	Source	19
J_SubjectID_S4_Saliva	Saliva	Source	1
J_SubjectID_S4_Saliva	Saliva	Source	2
J_SubjectID_S4_Saliva	Saliva	Source	3
J_SubjectID_S4_Saliva	Saliva	Source	4
J_SubjectID_S4_Saliva	Saliva	Source	5
J_SubjectID_S4_Saliva	Saliva	Source	6
J_SubjectID_S4_Saliva	Saliva	Source	7
J_SubjectID_S4_Saliva	Saliva	Source	8
J_SubjectID_S4_Saliva	Saliva	Source	9
J_SubjectID_S4_Saliva	Saliva	Source	10
J_SubjectID_S4_Saliva	Saliva	Source	11
J_SubjectID_S4_Saliva	Saliva	Source	12
J_SubjectID_S4_Saliva	Saliva	Source	13
J_SubjectID_S4_Saliva	Saliva	Source	14
J_SubjectID_S4_Saliva	Saliva	Source	15
J_SubjectID_S4_Saliva	Saliva	Source	16
J_SubjectID_S4_Saliva	Saliva	Source	17
J_SubjectID_S4_Saliva	Saliva	Source	18
J_SubjectID_S4_Saliva	Saliva	Source	19
J_SubjectID_S7_Saliva	Saliva	Source	1
J_SubjectID_S7_Saliva	Saliva	Source	2
J_SubjectID_S7_Saliva	Saliva	Source	3
J_SubjectID_S7_Saliva	Saliva	Source	4
J_SubjectID_S7_Saliva	Saliva	Source	5
J_SubjectID_S7_Saliva	Saliva	Source	6
J_SubjectID_S7_Saliva	Saliva	Source	7
J_SubjectID_S7_Saliva	Saliva	Source	8
J_SubjectID_S7_Saliva	Saliva	Source	9
J_SubjectID_S7_Saliva	Saliva	Source	10
J_SubjectID_S7_Saliva	Saliva	Source	11
J_SubjectID_S7_Saliva	Saliva	Source	12
J_SubjectID_S7_Saliva	Saliva	Source	13
J_SubjectID_S7_Saliva	Saliva	Source	14
J_SubjectID_S7_Saliva	Saliva	Source	15
J_SubjectID_S7_Saliva	Saliva	Source	16
J_SubjectID_S7_Saliva	Saliva	Source	17
J_SubjectID_S7_Saliva	Saliva	Source	18
J_SubjectID_S7_Saliva	Saliva	Source	19
J_SubjectID_S8_Saliva	Saliva	Source	1
J_SubjectID_S8_Saliva	Saliva	Source	2
J_SubjectID_S8_Saliva	Saliva	Source	3
J_SubjectID_S8_Saliva	Saliva	Source	4
J_SubjectID_S8_Saliva	Saliva	Source	5
J_SubjectID_S8_Saliva	Saliva	Source	6
J_SubjectID_S8_Saliva	Saliva	Source	7
J_SubjectID_S8_Saliva	Saliva	Source	8
J_SubjectID_S8_Saliva	Saliva	Source	9
J_SubjectID_S8_Saliva	Saliva	Source	10
J_SubjectID_S8_Saliva	Saliva	Source	11
J_SubjectID_S8_Saliva	Saliva	Source	12
J_SubjectID_S8_Saliva	Saliva	Source	13
J_SubjectID_S8_Saliva	Saliva	Source	14
J_SubjectID_S8_Saliva	Saliva	Source	15
J_SubjectID_S8_Saliva	Saliva	Source	16
J_SubjectID_S8_Saliva	Saliva	Source	17
J_SubjectID_S8_Saliva	Saliva	Source	18
J_SubjectID_S8_Saliva	Saliva	Source	19
T_SubjectID_S1_Saliva	Saliva	Source	1
T_SubjectID_S1_Saliva	Saliva	Source	2
T_SubjectID_S1_Saliva	Saliva	Source	3
T_SubjectID_S1_Saliva	Saliva	Source	4
T_SubjectID_S1_Saliva	Saliva	Source	5
T_SubjectID_S1_Saliva	Saliva	Source	6
T_SubjectID_S1_Saliva	Saliva	Source	7
T_SubjectID_S1_Saliva	Saliva	Source	8
T_SubjectID_S1_Saliva	Saliva	Source	9
T_SubjectID_S1_Saliva	Saliva	Source	10
T_SubjectID_S1_Saliva	Saliva	Source	11
T_SubjectID_S1_Saliva	Saliva	Source	12
T_SubjectID_S1_Saliva	Saliva	Source	13
T_SubjectID_S1_Saliva	Saliva	Source	14
T_SubjectID_S1_Saliva	Saliva	Source	15
T_SubjectID_S1_Saliva	Saliva	Source	16
T_SubjectID_S1_Saliva	Saliva	Source	17
T_SubjectID_S1_Saliva	Saliva	Source	18
T_SubjectID_S1_Saliva	Saliva	Source	19
T_SubjectID_S3_Saliva	Saliva	Source	1
T_SubjectID_S3_Saliva	Saliva	Source	2
T_SubjectID_S3_Saliva	Saliva	Source	3
T_SubjectID_S3_Saliva	Saliva	Source	4
T_SubjectID_S3_Saliva	Saliva	Source	5
T_SubjectID_S3_Saliva	Saliva	Source	6
T_SubjectID_S3_Saliva	Saliva	Source	7
T_SubjectID_S3_Saliva	Saliva	Source	8
T_SubjectID_S3_Saliva	Saliva	Source	9
T_SubjectID_S3_Saliva	Saliva	Source	10
T_SubjectID_S3_Saliva	Saliva	Source	11
T_SubjectID_S3_Saliva	Saliva	Source	12
T_SubjectID_S3_Saliva	Saliva	Source	13
T_SubjectID_S3_Saliva	Saliva	Source	14
T_SubjectID_S3_Saliva	Saliva	Source	15
T_SubjectID_S3_Saliva	Saliva	Source	16
T_SubjectID_S3_Saliva	Saliva	Source	17
T_SubjectID_S3_Saliva	Saliva	Source	18
T_SubjectID_S3_Saliva	Saliva	Source	19
T_SubjectID_S4_Saliva	Saliva	Source	1
T_SubjectID_S4_Saliva	Saliva	Source	2
T_SubjectID_S4_Saliva	Saliva	Source	3
T_SubjectID_S4_Saliva	Saliva	Source	4
T_SubjectID_S4_Saliva	Saliva	Source	5
T_SubjectID_S4_Saliva	Saliva	Source	6
T_SubjectID_S4_Saliva	Saliva	Source	7
T_SubjectID_S4_Saliva	Saliva	Source	8
T_SubjectID_S4_Saliva	Saliva	Source	9
T_SubjectID_S4_Saliva	Saliva	Source	10
T_SubjectID_S4_Saliva	Saliva	Source	11
T_SubjectID_S4_Saliva	Saliva	Source	12
T_SubjectID_S4_Saliva	Saliva	Source	13
T_SubjectID_S4_Saliva	Saliva	Source	14
T_SubjectID_S4_Saliva	Saliva	Source	15
T_SubjectID_S4_Saliva	Saliva	Source	16
T_SubjectID_S4_Saliva	Saliva	Source	17
T_SubjectID_S4_Saliva	Saliva	Source	18
T_SubjectID_S4_Saliva	Saliva	Source	19
T_SubjectID_S6_Saliva	Saliva	Source	1
T_SubjectID_S6_Saliva	Saliva	Source	2
T_SubjectID_S6_Saliva	Saliva	Source	3
T_SubjectID_S6_Saliva	Saliva	Source	4
T_SubjectID_S6_Saliva	Saliva	Source	5
T_SubjectID_S6_Saliva	Saliva	Source	6
T_SubjectID_S6_Saliva	Saliva	Source	7
T_SubjectID_S6_Saliva	Saliva	Source	8
T_SubjectID_S6_Saliva	Saliva	Source	9
T_SubjectID_S6_Saliva	Saliva	Source	10
T_SubjectID_S6_Saliva	Saliva	Source	11
T_SubjectID_S6_Saliva	Saliva	Source	12
T_SubjectID_S6_Saliva	Saliva	Source	13
T_SubjectID_S6_Saliva	Saliva	Source	14
T_SubjectID_S6_Saliva	Saliva	Source	15
T_SubjectID_S6_Saliva	Saliva	Source	16
T_SubjectID_S6_Saliva	Saliva	Source	17
T_SubjectID_S6_Saliva	Saliva	Source	18
T_SubjectID_S6_Saliva	Saliva	Source	19
T_SubjectID_S7_Saliva	Saliva	Source	1
T_SubjectID_S7_Saliva	Saliva	Source	2
T_SubjectID_S7_Saliva	Saliva	Source	3
T_SubjectID_S7_Saliva	Saliva	Source	4
T_SubjectID_S7_Saliva	Saliva	Source	5
T_SubjectID_S7_Saliva	Saliva	Source	6
T_SubjectID_S7_Saliva	Saliva	Source	7
T_SubjectID_S7_Saliva	Saliva	Source	8
T_SubjectID_S7_Saliva	Saliva	Source	9
T_SubjectID_S7_Saliva	Saliva	Source	10
T_SubjectID_S7_Saliva	Saliva	Source	11
T_SubjectID_S7_Saliva	Saliva	Source	12
T_SubjectID_S7_Saliva	Saliva	Source	13
T_SubjectID_S7_Saliva	Saliva	Source	14
T_SubjectID_S7_Saliva	Saliva	Source	15
T_SubjectID_S7_Saliva	Saliva	Source	16
T_SubjectID_S7_Saliva	Saliva	Source	17
T_SubjectID_S7_Saliva	Saliva	Source	18
T_SubjectID_S7_Saliva	Saliva	Source	19
Y_SubjectID_S10_Saliva	Saliva	Source	1
Y_SubjectID_S10_Saliva	Saliva	Source	2
Y_SubjectID_S10_Saliva	Saliva	Source	3
Y_SubjectID_S10_Saliva	Saliva	Source	4
Y_SubjectID_S10_Saliva	Saliva	Source	5
Y_SubjectID_S10_Saliva	Saliva	Source	6
Y_SubjectID_S10_Saliva	Saliva	Source	7
Y_SubjectID_S10_Saliva	Saliva	Source	8
Y_SubjectID_S10_Saliva	Saliva	Source	9
Y_SubjectID_S10_Saliva	Saliva	Source	10
Y_SubjectID_S10_Saliva	Saliva	Source	11
Y_SubjectID_S10_Saliva	Saliva	Source	12
Y_SubjectID_S10_Saliva	Saliva	Source	13
Y_SubjectID_S10_Saliva	Saliva	Source	14
Y_SubjectID_S10_Saliva	Saliva	Source	15
Y_SubjectID_S10_Saliva	Saliva	Source	16
Y_SubjectID_S10_Saliva	Saliva	Source	17
Y_SubjectID_S10_Saliva	Saliva	Source	18
Y_SubjectID_S10_Saliva	Saliva	Source	19
Y_SubjectID_S11_Saliva	Saliva	Source	1
Y_SubjectID_S11_Saliva	Saliva	Source	2
Y_SubjectID_S11_Saliva	Saliva	Source	3
Y_SubjectID_S11_Saliva	Saliva	Source	4
Y_SubjectID_S11_Saliva	Saliva	Source	5
Y_SubjectID_S11_Saliva	Saliva	Source	6
Y_SubjectID_S11_Saliva	Saliva	Source	7
Y_SubjectID_S11_Saliva	Saliva	Source	8
Y_SubjectID_S11_Saliva	Saliva	Source	9
Y_SubjectID_S11_Saliva	Saliva	Source	10
Y_SubjectID_S11_Saliva	Saliva	Source	11
Y_SubjectID_S11_Saliva	Saliva	Source	12
Y_SubjectID_S11_Saliva	Saliva	Source	13
Y_SubjectID_S11_Saliva	Saliva	Source	14
Y_SubjectID_S11_Saliva	Saliva	Source	15
Y_SubjectID_S11_Saliva	Saliva	Source	16
Y_SubjectID_S11_Saliva	Saliva	Source	17
Y_SubjectID_S11_Saliva	Saliva	Source	18
Y_SubjectID_S11_Saliva	Saliva	Source	19
Y_SubjectID_S3_Saliva	Saliva	Source	1
Y_SubjectID_S3_Saliva	Saliva	Source	2
Y_SubjectID_S3_Saliva	Saliva	Source	3
Y_SubjectID_S3_Saliva	Saliva	Source	4
Y_SubjectID_S3_Saliva	Saliva	Source	5
Y_SubjectID_S3_Saliva	Saliva	Source	6
Y_SubjectID_S3_Saliva	Saliva	Source	7
Y_SubjectID_S3_Saliva	Saliva	Source	8
Y_SubjectID_S3_Saliva	Saliva	Source	9
Y_SubjectID_S3_Saliva	Saliva	Source	10
Y_SubjectID_S3_Saliva	Saliva	Source	11
Y_SubjectID_S3_Saliva	Saliva	Source	12
Y_SubjectID_S3_Saliva	Saliva	Source	13
Y_SubjectID_S3_Saliva	Saliva	Source	14
Y_SubjectID_S3_Saliva	Saliva	Source	15
Y_SubjectID_S3_Saliva	Saliva	Source	16
Y_SubjectID_S3_Saliva	Saliva	Source	17
Y_SubjectID_S3_Saliva	Saliva	Source	18
Y_SubjectID_S3_Saliva	Saliva	Source	19
Y_SubjectID_S7_Saliva	Saliva	Source	1
Y_SubjectID_S7_Saliva	Saliva	Source	2
Y_SubjectID_S7_Saliva	Saliva	Source	3
Y_SubjectID_S7_Saliva	Saliva	Source	4
Y_SubjectID_S7_Saliva	Saliva	Source	5
Y_SubjectID_S7_Saliva	Saliva	Source	6
Y_SubjectID_S7_Saliva	Saliva	Source	7
Y_SubjectID_S7_Saliva	Saliva	Source	8
Y_SubjectID_S7_Saliva	Saliva	Source	9
Y_SubjectID_S7_Saliva	Saliva	Source	10
Y_SubjectID_S7_Saliva	Saliva	Source	11
Y_SubjectID_S7_Saliva	Saliva	Source	12
Y_SubjectID_S7_Saliva	Saliva	Source	13
Y_SubjectID_S7_Saliva	Saliva	Source	14
Y_SubjectID_S7_Saliva	Saliva	Source	15
Y_SubjectID_S7_Saliva	Saliva	Source	16
Y_SubjectID_S7_Saliva	Saliva	Source	17
Y_SubjectID_S7_Saliva	Saliva	Source	18
Y_SubjectID_S7_Saliva	Saliva	Source	19
Y_SubjectID_S8_Saliva	Saliva	Source	1
Y_SubjectID_S8_Saliva	Saliva	Source	2
Y_SubjectID_S8_Saliva	Saliva	Source	3
Y_SubjectID_S8_Saliva	Saliva	Source	4
Y_SubjectID_S8_Saliva	Saliva	Source	5
Y_SubjectID_S8_Saliva	Saliva	Source	6
Y_SubjectID_S8_Saliva	Saliva	Source	7
Y_SubjectID_S8_Saliva	Saliva	Source	8
Y_SubjectID_S8_Saliva	Saliva	Source	9
Y_SubjectID_S8_Saliva	Saliva	Source	10
Y_SubjectID_S8_Saliva	Saliva	Source	11
Y_SubjectID_S8_Saliva	Saliva	Source	12
Y_SubjectID_S8_Saliva	Saliva	Source	13
Y_SubjectID_S8_Saliva	Saliva	Source	14
Y_SubjectID_S8_Saliva	Saliva	Source	15
Y_SubjectID_S8_Saliva	Saliva	Source	16
Y_SubjectID_S8_Saliva	Saliva	Source	17
Y_SubjectID_S8_Saliva	Saliva	Source	18
Y_SubjectID_S8_Saliva	Saliva	Source	19
103092734_Tongue_dorsum	Tongue dorsum	Source	1
103092734_Tongue_dorsum	Tongue dorsum	Source	2
103092734_Tongue_dorsum	Tongue dorsum	Source	3
103092734_Tongue_dorsum	Tongue dorsum	Source	4
103092734_Tongue_dorsum	Tongue dorsum	Source	5
103092734_Tongue_dorsum	Tongue dorsum	Source	6
103092734_Tongue_dorsum	Tongue dorsum	Source	7
103092734_Tongue_dorsum	Tongue dorsum	Source	8
103092734_Tongue_dorsum	Tongue dorsum	Source	9
103092734_Tongue_dorsum	Tongue dorsum	Source	10
103092734_Tongue_dorsum	Tongue dorsum	Source	11
103092734_Tongue_dorsum	Tongue dorsum	Source	12
103092734_Tongue_dorsum	Tongue dorsum	Source	13
103092734_Tongue_dorsum	Tongue dorsum	Source	14
103092734_Tongue_dorsum	Tongue dorsum	Source	15
103092734_Tongue_dorsum	Tongue dorsum	Source	16
103092734_Tongue_dorsum	Tongue dorsum	Source	17
103092734_Tongue_dorsum	Tongue dorsum	Source	18
103092734_Tongue_dorsum	Tongue dorsum	Source	19
115629832_Tongue_dorsum	Tongue dorsum	Source	1
115629832_Tongue_dorsum	Tongue dorsum	Source	2
115629832_Tongue_dorsum	Tongue dorsum	Source	3
115629832_Tongue_dorsum	Tongue dorsum	Source	4
115629832_Tongue_dorsum	Tongue dorsum	Source	5
115629832_Tongue_dorsum	Tongue dorsum	Source	6
115629832_Tongue_dorsum	Tongue dorsum	Source	7
115629832_Tongue_dorsum	Tongue dorsum	Source	8
115629832_Tongue_dorsum	Tongue dorsum	Source	9
115629832_Tongue_dorsum	Tongue dorsum	Source	10
115629832_Tongue_dorsum	Tongue dorsum	Source	11
115629832_Tongue_dorsum	Tongue dorsum	Source	12
115629832_Tongue_dorsum	Tongue dorsum	Source	13
115629832_Tongue_dorsum	Tongue dorsum	Source	14
115629832_Tongue_dorsum	Tongue dorsum	Source	15
115629832_Tongue_dorsum	Tongue dorsum	Source	16
115629832_Tongue_dorsum	Tongue dorsum	Source	17
115629832_Tongue_dorsum	Tongue dorsum	Source	18
115629832_Tongue_dorsum	Tongue dorsum	Source	19
147406386_Tongue_dorsum	Tongue dorsum	Source	1
147406386_Tongue_dorsum	Tongue dorsum	Source	2
147406386_Tongue_dorsum	Tongue dorsum	Source	3
147406386_Tongue_dorsum	Tongue dorsum	Source	4
147406386_Tongue_dorsum	Tongue dorsum	Source	5
147406386_Tongue_dorsum	Tongue dorsum	Source	6
147406386_Tongue_dorsum	Tongue dorsum	Source	7
147406386_Tongue_dorsum	Tongue dorsum	Source	8
147406386_Tongue_dorsum	Tongue dorsum	Source	9
147406386_Tongue_dorsum	Tongue dorsum	Source	10
147406386_Tongue_dorsum	Tongue dorsum	Source	11
147406386_Tongue_dorsum	Tongue dorsum	Source	12
147406386_Tongue_dorsum	Tongue dorsum	Source	13
147406386_Tongue_dorsum	Tongue dorsum	Source	14
147406386_Tongue_dorsum	Tongue dorsum	Source	15
147406386_Tongue_dorsum	Tongue dorsum	Source	16
147406386_Tongue_dorsum	Tongue dorsum	Source	17
147406386_Tongue_dorsum	Tongue dorsum	Source	18
147406386_Tongue_dorsum	Tongue dorsum	Source	19
158337416_Tongue_dorsum	Tongue dorsum	Source	1
158337416_Tongue_dorsum	Tongue dorsum	Source	2
158337416_Tongue_dorsum	Tongue dorsum	Source	3
158337416_Tongue_dorsum	Tongue dorsum	Source	4
158337416_Tongue_dorsum	Tongue dorsum	Source	5
158337416_Tongue_dorsum	Tongue dorsum	Source	6
158337416_Tongue_dorsum	Tongue dorsum	Source	7
158337416_Tongue_dorsum	Tongue dorsum	Source	8
158337416_Tongue_dorsum	Tongue dorsum	Source	9
158337416_Tongue_dorsum	Tongue dorsum	Source	10
158337416_Tongue_dorsum	Tongue dorsum	Source	11
158337416_Tongue_dorsum	Tongue dorsum	Source	12
158337416_Tongue_dorsum	Tongue dorsum	Source	13
158337416_Tongue_dorsum	Tongue dorsum	Source	14
158337416_Tongue_dorsum	Tongue dorsum	Source	15
158337416_Tongue_dorsum	Tongue dorsum	Source	16
158337416_Tongue_dorsum	Tongue dorsum	Source	17
158337416_Tongue_dorsum	Tongue dorsum	Source	18
158337416_Tongue_dorsum	Tongue dorsum	Source	19
158458797_Tongue_dorsum	Tongue dorsum	Source	1
158458797_Tongue_dorsum	Tongue dorsum	Source	2
158458797_Tongue_dorsum	Tongue dorsum	Source	3
158458797_Tongue_dorsum	Tongue dorsum	Source	4
158458797_Tongue_dorsum	Tongue dorsum	Source	5
158458797_Tongue_dorsum	Tongue dorsum	Source	6
158458797_Tongue_dorsum	Tongue dorsum	Source	7
158458797_Tongue_dorsum	Tongue dorsum	Source	8
158458797_Tongue_dorsum	Tongue dorsum	Source	9
158458797_Tongue_dorsum	Tongue dorsum	Source	10
158458797_Tongue_dorsum	Tongue dorsum	Source	11
158458797_Tongue_dorsum	Tongue dorsum	Source	12
158458797_Tongue_dorsum	Tongue dorsum	Source	13
158458797_Tongue_dorsum	Tongue dorsum	Source	14
158458797_Tongue_dorsum	Tongue dorsum	Source	15
158458797_Tongue_dorsum	Tongue dorsum	Source	16
158458797_Tongue_dorsum	Tongue dorsum	Source	17
158458797_Tongue_dorsum	Tongue dorsum	Source	18
158458797_Tongue_dorsum	Tongue dorsum	Source	19
158479027_Tongue_dorsum	Tongue dorsum	Source	1
158479027_Tongue_dorsum	Tongue dorsum	Source	2
158479027_Tongue_dorsum	Tongue dorsum	Source	3
158479027_Tongue_dorsum	Tongue dorsum	Source	4
158479027_Tongue_dorsum	Tongue dorsum	Source	5
158479027_Tongue_dorsum	Tongue dorsum	Source	6
158479027_Tongue_dorsum	Tongue dorsum	Source	7
158479027_Tongue_dorsum	Tongue dorsum	Source	8
158479027_Tongue_dorsum	Tongue dorsum	Source	9
158479027_Tongue_dorsum	Tongue dorsum	Source	10
158479027_Tongue_dorsum	Tongue dorsum	Source	11
158479027_Tongue_dorsum	Tongue dorsum	Source	12
158479027_Tongue_dorsum	Tongue dorsum	Source	13
158479027_Tongue_dorsum	Tongue dorsum	Source	14
158479027_Tongue_dorsum	Tongue dorsum	Source	15
158479027_Tongue_dorsum	Tongue dorsum	Source	16
158479027_Tongue_dorsum	Tongue dorsum	Source	17
158479027_Tongue_dorsum	Tongue dorsum	Source	18
158479027_Tongue_dorsum	Tongue dorsum	Source	19
158802708_Tongue_dorsum	Tongue dorsum	Source	1
158802708_Tongue_dorsum	Tongue dorsum	Source	2
158802708_Tongue_dorsum	Tongue dorsum	Source	3
158802708_Tongue_dorsum	Tongue dorsum	Source	4
158802708_Tongue_dorsum	Tongue dorsum	Source	5
158802708_Tongue_dorsum	Tongue dorsum	Source	6
