SampleID	Env	SourceSink	id
SRS1055028	Tongue dorsum	Source	19
SRS1055030	Buccal mucosa	Source	1
SRS1055030	Buccal mucosa	Source	2
SRS1055030	Buccal mucosa	Source	3
SRS1055030	Buccal mucosa	Source	4
SRS1055030	Buccal mucosa	Source	5
SRS1055030	Buccal mucosa	Source	6
SRS1055030	Buccal mucosa	Source	7
SRS1055030	Buccal mucosa	Source	8
SRS1055030	Buccal mucosa	Source	9
SRS1055030	Buccal mucosa	Source	10
SRS1055030	Buccal mucosa	Source	11
SRS1055030	Buccal mucosa	Source	12
SRS1055030	Buccal mucosa	Source	13
SRS1055030	Buccal mucosa	Source	14
SRS1055030	Buccal mucosa	Source	15
SRS1055030	Buccal mucosa	Source	16
SRS1055030	Buccal mucosa	Source	17
SRS1055030	Buccal mucosa	Source	18
SRS1055030	Buccal mucosa	Source	19
SRS1055035	Tongue dorsum	Source	1
SRS1055035	Tongue dorsum	Source	2
SRS1055035	Tongue dorsum	Source	3
SRS1055035	Tongue dorsum	Source	4
SRS1055035	Tongue dorsum	Source	5
SRS1055035	Tongue dorsum	Source	6
SRS1055035	Tongue dorsum	Source	7
SRS1055035	Tongue dorsum	Source	8
SRS1055035	Tongue dorsum	Source	9
SRS1055035	Tongue dorsum	Source	10
SRS1055035	Tongue dorsum	Source	11
SRS1055035	Tongue dorsum	Source	12
SRS1055035	Tongue dorsum	Source	13
SRS1055035	Tongue dorsum	Source	14
SRS1055035	Tongue dorsum	Source	15
SRS1055035	Tongue dorsum	Source	16
SRS1055035	Tongue dorsum	Source	17
SRS1055035	Tongue dorsum	Source	18
SRS1055035	Tongue dorsum	Source	19
SRS1055036	Buccal mucosa	Source	1
SRS1055036	Buccal mucosa	Source	2
SRS1055036	Buccal mucosa	Source	3
SRS1055036	Buccal mucosa	Source	4
SRS1055036	Buccal mucosa	Source	5
SRS1055036	Buccal mucosa	Source	6
SRS1055036	Buccal mucosa	Source	7
SRS1055036	Buccal mucosa	Source	8
SRS1055036	Buccal mucosa	Source	9
SRS1055036	Buccal mucosa	Source	10
SRS1055036	Buccal mucosa	Source	11
SRS1055036	Buccal mucosa	Source	12
SRS1055036	Buccal mucosa	Source	13
SRS1055036	Buccal mucosa	Source	14
SRS1055036	Buccal mucosa	Source	15
SRS1055036	Buccal mucosa	Source	16
SRS1055036	Buccal mucosa	Source	17
SRS1055036	Buccal mucosa	Source	18
SRS1055036	Buccal mucosa	Source	19
SRS1055039	Tongue dorsum	Source	1
SRS1055039	Tongue dorsum	Source	2
SRS1055039	Tongue dorsum	Source	3
SRS1055039	Tongue dorsum	Source	4
SRS1055039	Tongue dorsum	Source	5
SRS1055039	Tongue dorsum	Source	6
SRS1055039	Tongue dorsum	Source	7
SRS1055039	Tongue dorsum	Source	8
SRS1055039	Tongue dorsum	Source	9
SRS1055039	Tongue dorsum	Source	10
SRS1055039	Tongue dorsum	Source	11
SRS1055039	Tongue dorsum	Source	12
SRS1055039	Tongue dorsum	Source	13
SRS1055039	Tongue dorsum	Source	14
SRS1055039	Tongue dorsum	Source	15
SRS1055039	Tongue dorsum	Source	16
SRS1055039	Tongue dorsum	Source	17
SRS1055039	Tongue dorsum	Source	18
SRS1055039	Tongue dorsum	Source	19
SRS1055040	Buccal mucosa	Source	1
SRS1055040	Buccal mucosa	Source	2
SRS1055040	Buccal mucosa	Source	3
SRS1055040	Buccal mucosa	Source	4
SRS1055040	Buccal mucosa	Source	5
SRS1055040	Buccal mucosa	Source	6
SRS1055040	Buccal mucosa	Source	7
SRS1055040	Buccal mucosa	Source	8
SRS1055040	Buccal mucosa	Source	9
SRS1055040	Buccal mucosa	Source	10
SRS1055040	Buccal mucosa	Source	11
SRS1055040	Buccal mucosa	Source	12
SRS1055040	Buccal mucosa	Source	13
SRS1055040	Buccal mucosa	Source	14
SRS1055040	Buccal mucosa	Source	15
SRS1055040	Buccal mucosa	Source	16
SRS1055040	Buccal mucosa	Source	17
SRS1055040	Buccal mucosa	Source	18
SRS1055040	Buccal mucosa	Source	19
SRS1055078	Tongue dorsum	Source	1
SRS1055078	Tongue dorsum	Source	2
SRS1055078	Tongue dorsum	Source	3
SRS1055078	Tongue dorsum	Source	4
SRS1055078	Tongue dorsum	Source	5
SRS1055078	Tongue dorsum	Source	6
SRS1055078	Tongue dorsum	Source	7
SRS1055078	Tongue dorsum	Source	8
SRS1055078	Tongue dorsum	Source	9
SRS1055078	Tongue dorsum	Source	10
SRS1055078	Tongue dorsum	Source	11
SRS1055078	Tongue dorsum	Source	12
SRS1055078	Tongue dorsum	Source	13
SRS1055078	Tongue dorsum	Source	14
SRS1055078	Tongue dorsum	Source	15
SRS1055078	Tongue dorsum	Source	16
SRS1055078	Tongue dorsum	Source	17
SRS1055078	Tongue dorsum	Source	18
SRS1055078	Tongue dorsum	Source	19
SRS1055097	Tongue dorsum	Source	1
SRS1055097	Tongue dorsum	Source	2
SRS1055097	Tongue dorsum	Source	3
SRS1055097	Tongue dorsum	Source	4
SRS1055097	Tongue dorsum	Source	5
SRS1055097	Tongue dorsum	Source	6
SRS1055097	Tongue dorsum	Source	7
SRS1055097	Tongue dorsum	Source	8
SRS1055097	Tongue dorsum	Source	9
SRS1055097	Tongue dorsum	Source	10
SRS1055097	Tongue dorsum	Source	11
SRS1055097	Tongue dorsum	Source	12
SRS1055097	Tongue dorsum	Source	13
SRS1055097	Tongue dorsum	Source	14
SRS1055097	Tongue dorsum	Source	15
SRS1055097	Tongue dorsum	Source	16
SRS1055097	Tongue dorsum	Source	17
SRS1055097	Tongue dorsum	Source	18
SRS1055097	Tongue dorsum	Source	19
SRS142602	Tongue dorsum	Source	1
SRS142602	Tongue dorsum	Source	2
SRS142602	Tongue dorsum	Source	3
SRS142602	Tongue dorsum	Source	4
SRS142602	Tongue dorsum	Source	5
SRS142602	Tongue dorsum	Source	6
SRS142602	Tongue dorsum	Source	7
SRS142602	Tongue dorsum	Source	8
SRS142602	Tongue dorsum	Source	9
SRS142602	Tongue dorsum	Source	10
SRS142602	Tongue dorsum	Source	11
SRS142602	Tongue dorsum	Source	12
SRS142602	Tongue dorsum	Source	13
SRS142602	Tongue dorsum	Source	14
SRS142602	Tongue dorsum	Source	15
SRS142602	Tongue dorsum	Source	16
SRS142602	Tongue dorsum	Source	17
SRS142602	Tongue dorsum	Source	18
SRS142602	Tongue dorsum	Source	19
SRS142787	Tongue dorsum	Source	1
SRS142787	Tongue dorsum	Source	2
SRS142787	Tongue dorsum	Source	3
SRS142787	Tongue dorsum	Source	4
SRS142787	Tongue dorsum	Source	5
SRS142787	Tongue dorsum	Source	6
SRS142787	Tongue dorsum	Source	7
SRS142787	Tongue dorsum	Source	8
SRS142787	Tongue dorsum	Source	9
SRS142787	Tongue dorsum	Source	10
SRS142787	Tongue dorsum	Source	11
SRS142787	Tongue dorsum	Source	12
SRS142787	Tongue dorsum	Source	13
SRS142787	Tongue dorsum	Source	14
SRS142787	Tongue dorsum	Source	15
SRS142787	Tongue dorsum	Source	16
SRS142787	Tongue dorsum	Source	17
SRS142787	Tongue dorsum	Source	18
SRS142787	Tongue dorsum	Source	19
SRS142791	Buccal mucosa	Source	1
SRS142791	Buccal mucosa	Source	2
SRS142791	Buccal mucosa	Source	3
SRS142791	Buccal mucosa	Source	4
SRS142791	Buccal mucosa	Source	5
SRS142791	Buccal mucosa	Source	6
SRS142791	Buccal mucosa	Source	7
SRS142791	Buccal mucosa	Source	8
SRS142791	Buccal mucosa	Source	9
SRS142791	Buccal mucosa	Source	10
SRS142791	Buccal mucosa	Source	11
SRS142791	Buccal mucosa	Source	12
SRS142791	Buccal mucosa	Source	13
SRS142791	Buccal mucosa	Source	14
SRS142791	Buccal mucosa	Source	15
SRS142791	Buccal mucosa	Source	16
SRS142791	Buccal mucosa	Source	17
SRS142791	Buccal mucosa	Source	18
SRS142791	Buccal mucosa	Source	19
SRS143022	Tongue dorsum	Source	1
SRS143022	Tongue dorsum	Source	2
SRS143022	Tongue dorsum	Source	3
SRS143022	Tongue dorsum	Source	4
SRS143022	Tongue dorsum	Source	5
SRS143022	Tongue dorsum	Source	6
SRS143022	Tongue dorsum	Source	7
SRS143022	Tongue dorsum	Source	8
SRS143022	Tongue dorsum	Source	9
SRS143022	Tongue dorsum	Source	10
SRS143022	Tongue dorsum	Source	11
SRS143022	Tongue dorsum	Source	12
SRS143022	Tongue dorsum	Source	13
SRS143022	Tongue dorsum	Source	14
SRS143022	Tongue dorsum	Source	15
SRS143022	Tongue dorsum	Source	16
SRS143022	Tongue dorsum	Source	17
SRS143022	Tongue dorsum	Source	18
SRS143022	Tongue dorsum	Source	19
SRS143032	Other	Source	1
SRS143032	Other	Source	2
SRS143032	Other	Source	3
SRS143032	Other	Source	4
SRS143032	Other	Source	5
SRS143032	Other	Source	6
SRS143032	Other	Source	7
SRS143032	Other	Source	8
SRS143032	Other	Source	9
SRS143032	Other	Source	10
SRS143032	Other	Source	11
SRS143032	Other	Source	12
SRS143032	Other	Source	13
SRS143032	Other	Source	14
SRS143032	Other	Source	15
SRS143032	Other	Source	16
SRS143032	Other	Source	17
SRS143032	Other	Source	18
SRS143032	Other	Source	19
SRS143062	Other	Source	1
SRS143062	Other	Source	2
SRS143062	Other	Source	3
SRS143062	Other	Source	4
SRS143062	Other	Source	5
SRS143062	Other	Source	6
SRS143062	Other	Source	7
SRS143062	Other	Source	8
SRS143062	Other	Source	9
SRS143062	Other	Source	10
SRS143062	Other	Source	11
SRS143062	Other	Source	12
SRS143062	Other	Source	13
SRS143062	Other	Source	14
SRS143062	Other	Source	15
SRS143062	Other	Source	16
SRS143062	Other	Source	17
SRS143062	Other	Source	18
SRS143062	Other	Source	19
SRS143210	Other	Source	1
SRS143210	Other	Source	2
SRS143210	Other	Source	3
SRS143210	Other	Source	4
SRS143210	Other	Source	5
SRS143210	Other	Source	6
SRS143210	Other	Source	7
SRS143210	Other	Source	8
SRS143210	Other	Source	9
SRS143210	Other	Source	10
SRS143210	Other	Source	11
SRS143210	Other	Source	12
SRS143210	Other	Source	13
SRS143210	Other	Source	14
SRS143210	Other	Source	15
SRS143210	Other	Source	16
SRS143210	Other	Source	17
SRS143210	Other	Source	18
SRS143210	Other	Source	19
SRS143450	Tongue dorsum	Source	1
SRS143450	Tongue dorsum	Source	2
SRS143450	Tongue dorsum	Source	3
SRS143450	Tongue dorsum	Source	4
SRS143450	Tongue dorsum	Source	5
SRS143450	Tongue dorsum	Source	6
SRS143450	Tongue dorsum	Source	7
SRS143450	Tongue dorsum	Source	8
SRS143450	Tongue dorsum	Source	9
SRS143450	Tongue dorsum	Source	10
SRS143450	Tongue dorsum	Source	11
SRS143450	Tongue dorsum	Source	12
SRS143450	Tongue dorsum	Source	13
SRS143450	Tongue dorsum	Source	14
SRS143450	Tongue dorsum	Source	15
SRS143450	Tongue dorsum	Source	16
SRS143450	Tongue dorsum	Source	17
SRS143450	Tongue dorsum	Source	18
SRS143450	Tongue dorsum	Source	19
SRS143452	Buccal mucosa	Source	1
SRS143452	Buccal mucosa	Source	2
SRS143452	Buccal mucosa	Source	3
SRS143452	Buccal mucosa	Source	4
SRS143452	Buccal mucosa	Source	5
SRS143452	Buccal mucosa	Source	6
SRS143452	Buccal mucosa	Source	7
SRS143452	Buccal mucosa	Source	8
SRS143452	Buccal mucosa	Source	9
SRS143452	Buccal mucosa	Source	10
SRS143452	Buccal mucosa	Source	11
SRS143452	Buccal mucosa	Source	12
SRS143452	Buccal mucosa	Source	13
SRS143452	Buccal mucosa	Source	14
SRS143452	Buccal mucosa	Source	15
SRS143452	Buccal mucosa	Source	16
SRS143452	Buccal mucosa	Source	17
SRS143452	Buccal mucosa	Source	18
SRS143452	Buccal mucosa	Source	19
SRS143509	Buccal mucosa	Source	1
SRS143509	Buccal mucosa	Source	2
SRS143509	Buccal mucosa	Source	3
SRS143509	Buccal mucosa	Source	4
SRS143509	Buccal mucosa	Source	5
SRS143509	Buccal mucosa	Source	6
SRS143509	Buccal mucosa	Source	7
SRS143509	Buccal mucosa	Source	8
SRS143509	Buccal mucosa	Source	9
SRS143509	Buccal mucosa	Source	10
SRS143509	Buccal mucosa	Source	11
SRS143509	Buccal mucosa	Source	12
SRS143509	Buccal mucosa	Source	13
SRS143509	Buccal mucosa	Source	14
SRS143509	Buccal mucosa	Source	15
SRS143509	Buccal mucosa	Source	16
SRS143509	Buccal mucosa	Source	17
SRS143509	Buccal mucosa	Source	18
SRS143509	Buccal mucosa	Source	19
SRS143529	Tongue dorsum	Source	1
SRS143529	Tongue dorsum	Source	2
SRS143529	Tongue dorsum	Source	3
SRS143529	Tongue dorsum	Source	4
SRS143529	Tongue dorsum	Source	5
SRS143529	Tongue dorsum	Source	6
SRS143529	Tongue dorsum	Source	7
SRS143529	Tongue dorsum	Source	8
SRS143529	Tongue dorsum	Source	9
SRS143529	Tongue dorsum	Source	10
SRS143529	Tongue dorsum	Source	11
SRS143529	Tongue dorsum	Source	12
SRS143529	Tongue dorsum	Source	13
SRS143529	Tongue dorsum	Source	14
SRS143529	Tongue dorsum	Source	15
SRS143529	Tongue dorsum	Source	16
SRS143529	Tongue dorsum	Source	17
SRS143529	Tongue dorsum	Source	18
SRS143529	Tongue dorsum	Source	19
SRS143537	Other	Source	1
SRS143537	Other	Source	2
SRS143537	Other	Source	3
SRS143537	Other	Source	4
SRS143537	Other	Source	5
SRS143537	Other	Source	6
SRS143537	Other	Source	7
SRS143537	Other	Source	8
SRS143537	Other	Source	9
SRS143537	Other	Source	10
SRS143537	Other	Source	11
SRS143537	Other	Source	12
SRS143537	Other	Source	13
SRS143537	Other	Source	14
SRS143537	Other	Source	15
SRS143537	Other	Source	16
SRS143537	Other	Source	17
SRS143537	Other	Source	18
SRS143537	Other	Source	19
SRS144424	Other	Source	1
SRS144424	Other	Source	2
SRS144424	Other	Source	3
SRS144424	Other	Source	4
SRS144424	Other	Source	5
SRS144424	Other	Source	6
SRS144424	Other	Source	7
SRS144424	Other	Source	8
SRS144424	Other	Source	9
SRS144424	Other	Source	10
SRS144424	Other	Source	11
SRS144424	Other	Source	12
SRS144424	Other	Source	13
SRS144424	Other	Source	14
SRS144424	Other	Source	15
SRS144424	Other	Source	16
SRS144424	Other	Source	17
SRS144424	Other	Source	18
SRS144424	Other	Source	19
SRS144761	Buccal mucosa	Source	1
SRS144761	Buccal mucosa	Source	2
SRS144761	Buccal mucosa	Source	3
SRS144761	Buccal mucosa	Source	4
SRS144761	Buccal mucosa	Source	5
SRS144761	Buccal mucosa	Source	6
SRS144761	Buccal mucosa	Source	7
SRS144761	Buccal mucosa	Source	8
SRS144761	Buccal mucosa	Source	9
SRS144761	Buccal mucosa	Source	10
SRS144761	Buccal mucosa	Source	11
SRS144761	Buccal mucosa	Source	12
SRS144761	Buccal mucosa	Source	13
SRS144761	Buccal mucosa	Source	14
SRS144761	Buccal mucosa	Source	15
SRS144761	Buccal mucosa	Source	16
SRS144761	Buccal mucosa	Source	17
SRS144761	Buccal mucosa	Source	18
SRS144761	Buccal mucosa	Source	19
SRS146746	Other	Source	1
SRS146746	Other	Source	2
SRS146746	Other	Source	3
SRS146746	Other	Source	4
SRS146746	Other	Source	5
SRS146746	Other	Source	6
SRS146746	Other	Source	7
SRS146746	Other	Source	8
SRS146746	Other	Source	9
SRS146746	Other	Source	10
SRS146746	Other	Source	11
SRS146746	Other	Source	12
SRS146746	Other	Source	13
SRS146746	Other	Source	14
SRS146746	Other	Source	15
SRS146746	Other	Source	16
SRS146746	Other	Source	17
SRS146746	Other	Source	18
SRS146746	Other	Source	19
SRS147126	Saliva	Source	1
SRS147126	Saliva	Source	2
SRS147126	Saliva	Source	3
SRS147126	Saliva	Source	4
SRS147126	Saliva	Source	5
SRS147126	Saliva	Source	6
SRS147126	Saliva	Source	7
SRS147126	Saliva	Source	8
SRS147126	Saliva	Source	9
SRS147126	Saliva	Source	10
SRS147126	Saliva	Source	11
SRS147126	Saliva	Source	12
SRS147126	Saliva	Source	13
SRS147126	Saliva	Source	14
SRS147126	Saliva	Source	15
SRS147126	Saliva	Source	16
SRS147126	Saliva	Source	17
SRS147126	Saliva	Source	18
SRS147126	Saliva	Source	19
SRS147980	Tongue dorsum	Source	1
SRS147980	Tongue dorsum	Source	2
SRS147980	Tongue dorsum	Source	3
SRS147980	Tongue dorsum	Source	4
SRS147980	Tongue dorsum	Source	5
SRS147980	Tongue dorsum	Source	6
SRS147980	Tongue dorsum	Source	7
SRS147980	Tongue dorsum	Source	8
SRS147980	Tongue dorsum	Source	9
SRS147980	Tongue dorsum	Source	10
SRS147980	Tongue dorsum	Source	11
SRS147980	Tongue dorsum	Source	12
SRS147980	Tongue dorsum	Source	13
SRS147980	Tongue dorsum	Source	14
SRS147980	Tongue dorsum	Source	15
SRS147980	Tongue dorsum	Source	16
SRS147980	Tongue dorsum	Source	17
SRS147980	Tongue dorsum	Source	18
SRS147980	Tongue dorsum	Source	19
SRS148096	Buccal mucosa	Source	1
SRS148096	Buccal mucosa	Source	2
SRS148096	Buccal mucosa	Source	3
SRS148096	Buccal mucosa	Source	4
SRS148096	Buccal mucosa	Source	5
SRS148096	Buccal mucosa	Source	6
SRS148096	Buccal mucosa	Source	7
SRS148096	Buccal mucosa	Source	8
SRS148096	Buccal mucosa	Source	9
SRS148096	Buccal mucosa	Source	10
SRS148096	Buccal mucosa	Source	11
SRS148096	Buccal mucosa	Source	12
SRS148096	Buccal mucosa	Source	13
SRS148096	Buccal mucosa	Source	14
SRS148096	Buccal mucosa	Source	15
SRS148096	Buccal mucosa	Source	16
SRS148096	Buccal mucosa	Source	17
SRS148096	Buccal mucosa	Source	18
SRS148096	Buccal mucosa	Source	19
SRS148284	Other	Source	1
SRS148284	Other	Source	2
SRS148284	Other	Source	3
SRS148284	Other	Source	4
SRS148284	Other	Source	5
SRS148284	Other	Source	6
SRS148284	Other	Source	7
SRS148284	Other	Source	8
SRS148284	Other	Source	9
SRS148284	Other	Source	10
SRS148284	Other	Source	11
SRS148284	Other	Source	12
SRS148284	Other	Source	13
SRS148284	Other	Source	14
SRS148284	Other	Source	15
SRS148284	Other	Source	16
SRS148284	Other	Source	17
SRS148284	Other	Source	18
SRS148284	Other	Source	19
SRS148361	Tongue dorsum	Source	1
SRS148361	Tongue dorsum	Source	2
SRS148361	Tongue dorsum	Source	3
SRS148361	Tongue dorsum	Source	4
SRS148361	Tongue dorsum	Source	5
SRS148361	Tongue dorsum	Source	6
SRS148361	Tongue dorsum	Source	7
SRS148361	Tongue dorsum	Source	8
SRS148361	Tongue dorsum	Source	9
SRS148361	Tongue dorsum	Source	10
SRS148361	Tongue dorsum	Source	11
SRS148361	Tongue dorsum	Source	12
SRS148361	Tongue dorsum	Source	13
SRS148361	Tongue dorsum	Source	14
SRS148361	Tongue dorsum	Source	15
SRS148361	Tongue dorsum	Source	16
SRS148361	Tongue dorsum	Source	17
SRS148361	Tongue dorsum	Source	18
SRS148361	Tongue dorsum	Source	19
SRS148514	Tongue dorsum	Source	1
SRS148514	Tongue dorsum	Source	2
SRS148514	Tongue dorsum	Source	3
SRS148514	Tongue dorsum	Source	4
SRS148514	Tongue dorsum	Source	5
SRS148514	Tongue dorsum	Source	6
SRS148514	Tongue dorsum	Source	7
SRS148514	Tongue dorsum	Source	8
SRS148514	Tongue dorsum	Source	9
SRS148514	Tongue dorsum	Source	10
SRS148514	Tongue dorsum	Source	11
SRS148514	Tongue dorsum	Source	12
SRS148514	Tongue dorsum	Source	13
SRS148514	Tongue dorsum	Source	14
SRS148514	Tongue dorsum	Source	15
SRS148514	Tongue dorsum	Source	16
SRS148514	Tongue dorsum	Source	17
SRS148514	Tongue dorsum	Source	18
SRS148514	Tongue dorsum	Source	19
SRS148676	Tongue dorsum	Source	1
SRS148676	Tongue dorsum	Source	2
SRS148676	Tongue dorsum	Source	3
SRS148676	Tongue dorsum	Source	4
SRS148676	Tongue dorsum	Source	5
SRS148676	Tongue dorsum	Source	6
SRS148676	Tongue dorsum	Source	7
SRS148676	Tongue dorsum	Source	8
SRS148676	Tongue dorsum	Source	9
SRS148676	Tongue dorsum	Source	10
SRS148676	Tongue dorsum	Source	11
SRS148676	Tongue dorsum	Source	12
SRS148676	Tongue dorsum	Source	13
SRS148676	Tongue dorsum	Source	14
SRS148676	Tongue dorsum	Source	15
SRS148676	Tongue dorsum	Source	16
SRS148676	Tongue dorsum	Source	17
SRS148676	Tongue dorsum	Source	18
SRS148676	Tongue dorsum	Source	19
SRS148877	Tongue dorsum	Source	1
SRS148877	Tongue dorsum	Source	2
SRS148877	Tongue dorsum	Source	3
SRS148877	Tongue dorsum	Source	4
SRS148877	Tongue dorsum	Source	5
SRS148877	Tongue dorsum	Source	6
SRS148877	Tongue dorsum	Source	7
SRS148877	Tongue dorsum	Source	8
SRS148877	Tongue dorsum	Source	9
SRS148877	Tongue dorsum	Source	10
SRS148877	Tongue dorsum	Source	11
SRS148877	Tongue dorsum	Source	12
SRS148877	Tongue dorsum	Source	13
SRS148877	Tongue dorsum	Source	14
SRS148877	Tongue dorsum	Source	15
SRS148877	Tongue dorsum	Source	16
SRS148877	Tongue dorsum	Source	17
SRS148877	Tongue dorsum	Source	18
SRS148877	Tongue dorsum	Source	19
SRS148879	Buccal mucosa	Source	1
SRS148879	Buccal mucosa	Source	2
SRS148879	Buccal mucosa	Source	3
SRS148879	Buccal mucosa	Source	4
SRS148879	Buccal mucosa	Source	5
SRS148879	Buccal mucosa	Source	6
SRS148879	Buccal mucosa	Source	7
SRS148879	Buccal mucosa	Source	8
SRS148879	Buccal mucosa	Source	9
SRS148879	Buccal mucosa	Source	10
SRS148879	Buccal mucosa	Source	11
SRS148879	Buccal mucosa	Source	12
SRS148879	Buccal mucosa	Source	13
SRS148879	Buccal mucosa	Source	14
SRS148879	Buccal mucosa	Source	15
SRS148879	Buccal mucosa	Source	16
SRS148879	Buccal mucosa	Source	17
SRS148879	Buccal mucosa	Source	18
SRS148879	Buccal mucosa	Source	19
SRS149137	Buccal mucosa	Source	1
SRS149137	Buccal mucosa	Source	2
SRS149137	Buccal mucosa	Source	3
SRS149137	Buccal mucosa	Source	4
SRS149137	Buccal mucosa	Source	5
SRS149137	Buccal mucosa	Source	6
SRS149137	Buccal mucosa	Source	7
SRS149137	Buccal mucosa	Source	8
SRS149137	Buccal mucosa	Source	9
SRS149137	Buccal mucosa	Source	10
SRS149137	Buccal mucosa	Source	11
SRS149137	Buccal mucosa	Source	12
SRS149137	Buccal mucosa	Source	13
SRS149137	Buccal mucosa	Source	14
SRS149137	Buccal mucosa	Source	15
SRS149137	Buccal mucosa	Source	16
SRS149137	Buccal mucosa	Source	17
SRS149137	Buccal mucosa	Source	18
SRS149137	Buccal mucosa	Source	19
SRS149231	Tongue dorsum	Source	1
SRS149231	Tongue dorsum	Source	2
SRS149231	Tongue dorsum	Source	3
SRS149231	Tongue dorsum	Source	4
SRS149231	Tongue dorsum	Source	5
SRS149231	Tongue dorsum	Source	6
SRS149231	Tongue dorsum	Source	7
SRS149231	Tongue dorsum	Source	8
SRS149231	Tongue dorsum	Source	9
SRS149231	Tongue dorsum	Source	10
SRS149231	Tongue dorsum	Source	11
SRS149231	Tongue dorsum	Source	12
SRS149231	Tongue dorsum	Source	13
SRS149231	Tongue dorsum	Source	14
SRS149231	Tongue dorsum	Source	15
SRS149231	Tongue dorsum	Source	16
SRS149231	Tongue dorsum	Source	17
SRS149231	Tongue dorsum	Source	18
SRS149231	Tongue dorsum	Source	19
SRS149581	Buccal mucosa	Source	1
SRS149581	Buccal mucosa	Source	2
SRS149581	Buccal mucosa	Source	3
SRS149581	Buccal mucosa	Source	4
SRS149581	Buccal mucosa	Source	5
SRS149581	Buccal mucosa	Source	6
SRS149581	Buccal mucosa	Source	7
SRS149581	Buccal mucosa	Source	8
SRS149581	Buccal mucosa	Source	9
SRS149581	Buccal mucosa	Source	10
SRS149581	Buccal mucosa	Source	11
SRS149581	Buccal mucosa	Source	12
SRS149581	Buccal mucosa	Source	13
SRS149581	Buccal mucosa	Source	14
SRS149581	Buccal mucosa	Source	15
SRS149581	Buccal mucosa	Source	16
SRS149581	Buccal mucosa	Source	17
SRS149581	Buccal mucosa	Source	18
SRS149581	Buccal mucosa	Source	19
SRS149690	Tongue dorsum	Source	1
SRS149690	Tongue dorsum	Source	2
SRS149690	Tongue dorsum	Source	3
SRS149690	Tongue dorsum	Source	4
SRS149690	Tongue dorsum	Source	5
SRS149690	Tongue dorsum	Source	6
SRS149690	Tongue dorsum	Source	7
SRS149690	Tongue dorsum	Source	8
SRS149690	Tongue dorsum	Source	9
SRS149690	Tongue dorsum	Source	10
SRS149690	Tongue dorsum	Source	11
SRS149690	Tongue dorsum	Source	12
SRS149690	Tongue dorsum	Source	13
SRS149690	Tongue dorsum	Source	14
SRS149690	Tongue dorsum	Source	15
SRS149690	Tongue dorsum	Source	16
SRS149690	Tongue dorsum	Source	17
SRS149690	Tongue dorsum	Source	18
SRS149690	Tongue dorsum	Source	19
SRS149720	Tongue dorsum	Source	1
SRS149720	Tongue dorsum	Source	2
SRS149720	Tongue dorsum	Source	3
SRS149720	Tongue dorsum	Source	4
SRS149720	Tongue dorsum	Source	5
SRS149720	Tongue dorsum	Source	6
SRS149720	Tongue dorsum	Source	7
SRS149720	Tongue dorsum	Source	8
SRS149720	Tongue dorsum	Source	9
SRS149720	Tongue dorsum	Source	10
SRS149720	Tongue dorsum	Source	11
SRS149720	Tongue dorsum	Source	12
SRS149720	Tongue dorsum	Source	13
SRS149720	Tongue dorsum	Source	14
SRS149720	Tongue dorsum	Source	15
SRS149720	Tongue dorsum	Source	16
SRS149720	Tongue dorsum	Source	17
SRS149720	Tongue dorsum	Source	18
SRS149720	Tongue dorsum	Source	19
SRS149882	Tongue dorsum	Source	1
SRS149882	Tongue dorsum	Source	2
SRS149882	Tongue dorsum	Source	3
SRS149882	Tongue dorsum	Source	4
SRS149882	Tongue dorsum	Source	5
SRS149882	Tongue dorsum	Source	6
SRS149882	Tongue dorsum	Source	7
SRS149882	Tongue dorsum	Source	8
SRS149882	Tongue dorsum	Source	9
SRS149882	Tongue dorsum	Source	10
SRS149882	Tongue dorsum	Source	11
SRS149882	Tongue dorsum	Source	12
SRS149882	Tongue dorsum	Source	13
SRS149882	Tongue dorsum	Source	14
SRS149882	Tongue dorsum	Source	15
SRS149882	Tongue dorsum	Source	16
SRS149882	Tongue dorsum	Source	17
SRS149882	Tongue dorsum	Source	18
SRS149882	Tongue dorsum	Source	19
SRS149938	Buccal mucosa	Source	1
SRS149938	Buccal mucosa	Source	2
SRS149938	Buccal mucosa	Source	3
SRS149938	Buccal mucosa	Source	4
SRS149938	Buccal mucosa	Source	5
SRS149938	Buccal mucosa	Source	6
SRS149938	Buccal mucosa	Source	7
SRS149938	Buccal mucosa	Source	8
SRS149938	Buccal mucosa	Source	9
SRS149938	Buccal mucosa	Source	10
SRS149938	Buccal mucosa	Source	11
SRS149938	Buccal mucosa	Source	12
SRS149938	Buccal mucosa	Source	13
SRS149938	Buccal mucosa	Source	14
SRS149938	Buccal mucosa	Source	15
SRS149938	Buccal mucosa	Source	16
SRS149938	Buccal mucosa	Source	17
SRS149938	Buccal mucosa	Source	18
SRS149938	Buccal mucosa	Source	19
SRS149961	Tongue dorsum	Source	1
SRS149961	Tongue dorsum	Source	2
SRS149961	Tongue dorsum	Source	3
SRS149961	Tongue dorsum	Source	4
SRS149961	Tongue dorsum	Source	5
SRS149961	Tongue dorsum	Source	6
SRS149961	Tongue dorsum	Source	7
SRS149961	Tongue dorsum	Source	8
SRS149961	Tongue dorsum	Source	9
SRS149961	Tongue dorsum	Source	10
SRS149961	Tongue dorsum	Source	11
SRS149961	Tongue dorsum	Source	12
SRS149961	Tongue dorsum	Source	13
