taxonomy	ERR2608886	ERR2608887	ERR2608888	ERR2608889	ERR970398	ERR970399	ERR970400	ERR970401	ERR970402	ERR970403	ERR970404	ERR970405	ERR970406	ERR970407	ERR970470	ERR970471	ERR970472	ERR970474	ERR970475	ERR970476	ERR970477	SRR12149829	SRR12149830	SRR12149831	SRR12149832	SRR12149833	SRR12149834	SRR12149836	SRR12149837	SRR12149838	SRR12149839	SRR12149840	SRR12397831	SRR12397832	SRR12397833	SRR12397834	SRR12397835	SRR12397836	SRR12397837	SRR12397839	SRR13340890	SRR13340891	SRR13340901	SRR13340904	SRR13340908	SRR13340910	SRR13340917	SRR13340918	SRR13340920	SRR13340923	SRR13340925	SRR13340928	SRR13340933	SRR13340936	SRR13340938	SRR13340940	SRR13340943	SRR13340945	SRR13340949	SRR13340952	SRR13340954	SRR13340955	SRR13340958	SRR13340964	SRR13340965	SRR13340968	SRR13340973	SRR13340975	SRR13340979	SRR13340981	SRR13340984	SRR13340988	SRR13340992	SRR13341001	SRR13341004	SRR13341007	SRR13341010	SRR13341012	SRR13341013	SRR13341015	SRR13341017	SRR13341018	SRR13341020	SRR13341024	SRR13341026	SRR13341029	SRR13341033	SRR13341036	SRR13341039	SRR13341041	SRR13341044	SRR13341048	SRR13341050	SRR13341057	SRR13341058	SRR13341060	SRR13341062	SRR13341065	SRR13341069	SRR3284697	SRR3284698	SRR3284701	SRR3284702	SRR3284703	SRR3284706	SRR3286490	SRR3286491	SRR3286492	SRR3286493	SRR3286495	SRR5109913	SRR5109957	SRR5109959	SRR5109960	SRR5109961	SRR5110005	SRR5110496	SRR5110508	SRR5110517	SRR5110523	SRR5110531	SRR5110535	SRR5110576	SRR5110588	SRR5110763	SRR5110777	SRR5110789	SRR8482112	SRR8482113	SRR8482114	SRR8482115	SRR8482116	SRR8482117	SRR8482118	SRR8482119	SRR8482120	SRR8482122	SRR8482123	SRR8482124	SRR8482125	SRR8482126	SRR8482127	SRR8482128	SRR8482129	SRR8482130	SRR8482131	SRR8482132	SRR8482133	SRR8482134	SRR8482135	SRR8482136	SRR8482138	SRR8482139	SRR8482140	SRR8482141	SRR8482142	SRR8482143	SRR8482144	SRR8482145	SRR8482146	SRR8482147	SRR8482148	SRR8482150	SRR8482151	SRR8482152	SRR8482153	SRR8482154	SRR8482155	SRR8482156	SRR8482158	SRR8482159	SRR8482160	SRR8482161	SRR8482162	SRR8482163	SRR8482164	SRR8482165	SRR8482166	SRR8482167	SRR8482168	SRR8482169	SRR8482170	SRR8482171	SRR8482172	SRR8482173	SRR8482174	SRR8482175	SRR8482176	SRR8482177	SRR8482178	SRR8482179	SRR8482180	SRR8482181	SRR8482182	SRR8482183	SRR8482184	SRR8482185	SRR8482186	SRR8482187	SRR8482188	SRR8482189	SRR8482190	SRR8731620	SRR8731621	SRR8731622	SRR8731623	SRR8731624	SRR8731625	SRR8731626	SRR8731627	SRR8731628	SRR8731629	SRR8731630	SRR8731631	SRR8731632	SRR8731633	SRR8731634	SRR8731635	SRR8731636	SRR8731637	SRR8731638	SRR8731639	SRR8731640	SRR8731641	SRR8731642	SRR8731643	SRR8731644	SRR8731645	SRR8731646	SRR8731647	SRR8731648	SRR8731649	SRR8731650	SRR8731651	SRR8731652	SRR8731653	SRR8731654	SRR8731655	SRR8731656	SRR8731657	SRR8731658	SRR8731659	SRR8731660	SRR8731661	SRR8731662	SRR8731663	SRR8731664	SRR8731665	SRR8731666	SRR8731667	SRR8731668	SRR8731669	SRR8731670	SRR8731672	SRR8731673	SRR8731681	SRR8731684	SRR8731685	SRR8731688	SRR8731690	SRR8731693	SRS011086	SRS011115	SRS011140	SRS011243	SRS011306	SRS012279	SRS012916	SRS012983	SRS013164	SRS013234	SRS013502	SRS013651	SRS013705	SRS013818	SRS013879	SRS013927	SRS013947	SRS013948	SRS014124	SRS014127	SRS014271	SRS014404	SRS014470	SRS014474	SRS014475	SRS014528	SRS014573	SRS014684	SRS014689	SRS014728	SRS014888	SRS014935	SRS015038	SRS015057	SRS015061	SRS015062	SRS015116	SRS015174	SRS015209	SRS015272	SRS015296	SRS015395	SRS015434	SRS015484	SRS015537	SRS015590	SRS015644	SRS015686	SRS015762	SRS015797	SRS015893	SRS015941	SRS016002	SRS016037	SRS016059	SRS016086	SRS016133	SRS016225	SRS016319	SRS016342	SRS016456	SRS016501	SRS016529	SRS016569	SRS016647	SRS016740	SRS016815	SRS016858	SRS016969	SRS017076	SRS017120	SRS017209	SRS017279	SRS017324	SRS017381	SRS017439	SRS017533	SRS017713	SRS017751	SRS017808	SRS018055	SRS018145	SRS018300	SRS018357	SRS018439	SRS018473	SRS018501	SRS018591	SRS018610	SRS018679	SRS018739	SRS018791	SRS018820	SRS018875	SRS018923	SRS018969	SRS019022	SRS019026	SRS019027	SRS019045	SRS019071	SRS019122	SRS019126	SRS019127	SRS019170	SRS019219	SRS019270	SRS019327	SRS019348	SRS019389	SRS019437	SRS019488	SRS019607	SRS019696	SRS019792	SRS019894	SRS019974	SRS020220	SRS020277	SRS020334	SRS020400	SRS020540	SRS020571	SRS020628	SRS020856	SRS021496	SRS021528	SRS021897	SRS021954	SRS022077	SRS022143	SRS022464	SRS022530	SRS023352	SRS023557	SRS023617	SRS023835	SRS023926	SRS023958	SRS024015	SRS024081	SRS024107	SRS024138	SRS024277	SRS024318	SRS024375	SRS024441	SRS024498	SRS024580	SRS024637	SRS042131	SRS042589	SRS042643	SRS042910	SRS043275	SRS043461	SRS043494	SRS043663	SRS043942	SRS044082	SRS044486	SRS044662	SRS045127	SRS045602	SRS046496	SRS046595	SRS047210	SRS047219	SRS047290	SRS047824	SRS048317	SRS048744	SRS048791	SRS048893	SRS049147	SRS049211	SRS049253	SRS049389	SRS049448	SRS050244	SRS050669	SRS050709	SRS051060	SRS051791	SRS052227	SRS052518	SRS052570	SRS053583	SRS053603	SRS053854	SRS054079	SRS054687	SRS054807	SRS054976	SRS055177	SRS055426	SRS055495	SRS056323	SRS056327	SRS056622	SRS056896	SRS057124	SRS057205	SRS057244	SRS057355	SRS057539	SRS057692	SRS057791	SRS058336	SRS058693	SRS062540	SRS062544	SRS062668	SRS062714	SRS062761	SRS063193	SRS063288	SRS063351	SRS063373	SRS063621	SRS063871	SRS063932	SRS064014	SRS064022	SRS064423	SRS064482	SRS064774	SRS064831	SRS065091	SRS065278	SRS065299	SRS065306	SRS065335	SRS065720	SRS074592	SRS074676	SRS074970	SRS075084	SRS075347	SRS075404	SRS075433	SRS075765	SRS075813	SRS075870	SRS075947	SRS075957	SRS075987	SRS076764	SRS076815	SRS076868	SRS076951	SRS077016	SRS077092	SRS077216	SRS077239	SRS077300	SRS077308	SRS077327	SRS077384	SRS077441	SRS077508	SRS077568	SRS077633	SRS077736	SRS077763	SRS077855	SRS077916	SRS077997	SRS078211	SRS078248	SRS078425	SRS078671	SRS078733	SRS097895	SRS097905	SRS097912	SRS097966	SRS098045	SRS098065	SRS098498	SRS098533	SRS098612	SRS098620	SRS098704	SRS098818	SRS098848	SRS098867	SRS098886	SRS100027	SRS101382	SRS101439	SRS102808	SRS103971	SRS104039	SRS104087	SRS1041114	SRS1041119	SRS1041150	SRS1041159	SRS1041170	SRS1041181	SRS104165	SRS104279	SRS104287	SRS104314	SRS104384	SRS104476	SRS104647	SRS104704	SRS104830	SRS104915	SRS104962	SRS105068	SRS105087	SRS105115	SRS105136	SRS1054712	SRS1054881	SRS1054934	SRS1055023	SRS1055028	SRS1055035	SRS1055039	SRS1055046	SRS1055059	SRS1055063	SRS1055071	SRS1055078	SRS1055084	SRS1055097	SRS1055101	SRS140651	SRS142527	SRS142545	SRS142602	SRS142680	SRS142787	SRS142896	SRS142965	SRS142973	SRS142975	SRS143022	SRS143032	SRS143037	SRS143062	SRS143088	SRS143135	SRS143210	SRS143231	SRS143253	SRS143310	SRS143354	SRS143423	SRS143450	SRS143529	SRS143537	SRS143604	SRS143678	SRS143726	SRS143747	SRS143756	SRS143850	SRS143879	SRS144014	SRS144090	SRS144194	SRS144300	SRS144368	SRS144376	SRS144378	SRS144424	SRS144512	SRS144644	SRS144649	SRS144674	SRS144701	SRS144759	SRS145503	SRS146738	SRS146746	SRS146767	SRS146785	SRS146824	SRS146854	SRS146894	SRS146996	SRS147045	SRS147094	SRS147120	SRS147140	SRS147149	SRS147151	SRS147178	SRS147226	SRS147244	SRS147380	SRS147436	SRS147466	SRS147541	SRS147664	SRS147712	SRS147887	SRS147980	SRS148094	SRS148150	SRS148180	SRS148276	SRS148284	SRS148303	SRS148361	SRS148408	SRS148429	SRS148514	SRS148676	SRS148724	SRS148771	SRS148820	SRS148877	SRS148973	SRS149078	SRS149184	SRS149231	SRS149280	SRS149328	SRS149486	SRS149579	SRS149671	SRS149690	SRS149720	SRS149882	SRS149961	SRS150032	SRS886699	SRS893173	SRS893175	SRS893227	SRS893254	SRS893260	SRS893272	SRS893274	SRS893289	SRS893290	SRS893291	SRS893321	SRS893322	SRS893324	SRS893332	SRS893346	SRS893348	SRS893350	SRS893352	SRS893353	SRS893359	SRS893363	SRS893365	SRS893371	SRS893377	SRS893379	SRS971277
1	s__GGB1025_SGB1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	s__GGB1025_SGB1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07746	0	0	0	0	0	0	0	0.07044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105	0	0.00494	0	0	0	0	0	0	0	0	0	0	0	0.01795	0	0	0	0	0	0.00797	0	0	0	0	0	0	0.00052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07942	0	0.00154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0156	0.00619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01289	0	0	0	0.01548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0.00206	0	0	0	0	0	0	0	0	0	0	0.00476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01692	0	0	0	0	0	0	0.22601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215	0	0	0	0.02986	0	0	0	0	0	0	0.01058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0.00312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0
3	s__GGB4684_SGB6478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	s__GGB1420_SGB1957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	s__GGB1495_SGB2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	s__GGB1024_SGB1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00298	0	0	0	0	0	0	0	0	0	0.05574	0	0	0	0	0.00626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00154	0	0	0	0	0	0	0	0.00119	0	0	0	0	0	0	0.01478	0.0132	6e-05	0	0	0	0	0.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02711	0	0	0	0	0.00666	0	0	0	0	0	0	0.00143	0	0	0.0046	0	0.08322	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01945	0	0.00863	0	5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01492	0.04331	0	0	0	0	0.08285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01325	0.00813	0	0	0	0	0.01464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00334	0	0	0	0	0	0.00176	0.04574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00598	0	0	0	0	0	0	0	0	0	0	0	0.00608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03232	0.04605	0	0
